"","url","title","h1","player_from_title","date","where_he_wins","areas_of_improvement","grade_block","measurables_block","article_grade","comparable_grade","overall_rank","position_rank","pro_comparison","height","weight","hand_size","arm_length","wingspan","dash40","split10","vertical","broad","cone3","shuttle","bench"
"142","https://bleacherreport.com/articles/25360316-nfl-draft-2026-scouting-report-michigan-dl-rayshaun-benny","NFL Draft 2026 Scouting Report for Michigan DL Rayshaun Benny","NFL Draft 2026 Scouting Report for Michigan DL Rayshaun Benny","Rayshaun Benny",NA,"- Benny is a solid overall athlete, showing decent quickness and agility for a defensive tackle. This profile allows him to be effective when slanting and making offensive linemen miss to get penetration. | - Decent get-off. He reacts to the snap well and has some burst when one-gapping. | - Has the strength to stack and shed when he lands his hands as a run-defender. | - Showed a good arm-over move that he can defeat blocks with in the run game. | - Good bend and flexibility in his lower body to work flat down the line of scrimmage and make tackles for loss or short gains after getting penetration.","- Benny provided limited production throughout his collegiate career, even after becoming a starter. | - Plays with high pad-level and a narrow base, making it difficult for him to anchor and stay in his gap against combo and down blocks. | - At the point of attack, he could be more physical. Matters are compounded thanks to wide hand placement that exposes his chest. | - Subpar block recognition, leading to him getting trapped and caught off guard by down blocks or reached. | - Use of hands as a pass-rusher is a big work in progress, as he's often late and misses. He doesn't have a go-to pass-rush move. | - Potential medical red flags. In addition to the broken fibula in 2023, he was in a car accident during his senior year in high school that resulted in knee surgery. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.5 (Developmental Prospect — 5th Round) | COMPARABLE GRADE: Tyler Davis, Clemson (6.6 in 2024), Isaiah McGuire, Missouri (6.6 in 2023), Haskell Garrett, Ohio State (6.5 in 2022) | OVERALL RANK: 167 | POSITION RANK: DL15 | PRO COMPARISON: Maurice Hurst (NFL version)",NA,"Height: 6'3"" Weight: 298 Hand: 9¼"" Arm: 33⅝"" Wingspan: N/A | 40-Yard Dash: N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","6.5 (Developmental Prospect — 5th Round)","Tyler Davis, Clemson (6.6 in 2024), Isaiah McGuire, Missouri (6.6 in 2023), Haskell Garrett, Ohio State (6.5 in 2022)","167","DL15","Maurice Hurst (NFL version)","6'3"" Weight: 298 Hand: 9¼"" Arm: 33⅝"" Wingspan: N/A","298 Hand: 9¼"" Arm: 33⅝"" Wingspan: N/A",NA,NA,"N/A","N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Broad: N/A","N/A","N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Vertical: N/A Broad: N/A",NA
"143","https://bleacherreport.com/articles/25370096-nfl-draft-2026-scouting-report-alabama-lb-justin-jefferson","NFL Draft 2026 Scouting Report for Alabama LB Justin Jefferson","NFL Draft 2026 Scouting Report for Alabama LB Justin Jefferson","Justin Jefferson",NA,"- Impressive overall athlete with good speed and lateral movement skills. | - Quick to get to his area in zone coverage. Uses his hands well to disrupt the timing of routes and uses his agility well to tighten throwing windows. Also has the speed to carry the seam when playing Tampa 2. | - Solid acceleration to help click and close in coverage. | - Athleticism allows him to stay in phase against most tight ends. | - Quick to key and diagnose gap runs as a run defender and can beat offensive linemen to the spot. | - Solid at playing the receiver's hands at the catch point to force incompletions. Had good ball production for a linebacker this past season. | - Takes on blocks with his hands and has decent physicality to help get some extension on blocks. | - Consistently wraps up when tackling, leading to very few misses. | - Good closing speed on the quarterback when blitzing, allowing him to get sacks as a free rusher.","- Has a lean frame and needs to add weight to be a stouter run defender. Often gets pushed out of his gap against offensive linemen and good blocking tight ends. Will give up extra yards after contact when tackling bigger running backs. | - Also has trouble getting off blocks due to his lack of size and strength. | - Angles toward the sideline and in pursuit could use some work. Often gets caught being too deep. | - Subpar awareness and spacing in zone. Has a habit of drifting out of his area or playing too shallow to help take away crossing routes. | - Ability to read a quarterback's eyes is a work in progress. | - Doesn't plaster to his man on scramble drills and will get caught converging on the quarterback too quickly. | - Hasn't shown any pass-rush moves as a blitzer. Overly reliant on being unblocked to get pressure.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.5 (Developmental Prospect – 5th Round) | COMPARABLE GRADE: Cody Simon, Ohio State (6.2 in 2025), Tyrice Knight, UTEP (6.3 in 2024), Jack Sanborn, Wisconsin (6.4 in 2022) | OVERALL RANK: 174 | POSITION RANK: LB12 | PRO COMPARISON: Jamien Sherwood | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 6'0"" Weight: 223 Hand: 10"" Arm: 31⅝"" Wingspan: N/A | 40-Yard Dash: 4.57 10-Yard Split: 1.60 3-Cone: N/A Shuttle: N/A Vertical: 38.5"" Broad: 10'5""","6.5 (Developmental Prospect – 5th Round)","Cody Simon, Ohio State (6.2 in 2025), Tyrice Knight, UTEP (6.3 in 2024), Jack Sanborn, Wisconsin (6.4 in 2022)","174","LB12","Jamien Sherwood","6'0"" Weight: 223 Hand: 10"" Arm: 31⅝"" Wingspan: N/A","223 Hand: 10"" Arm: 31⅝"" Wingspan: N/A",NA,NA,"N/A","4.57 10-Yard Split: 1.60 3-Cone: N/A Shuttle: N/A Vertical: 38.5"" Broad: 10'5""","1.60 3-Cone: N/A Shuttle: N/A Vertical: 38.5"" Broad: 10'5""","38.5"" Broad: 10'5""","10'5""","N/A Shuttle: N/A Vertical: 38.5"" Broad: 10'5""","N/A Vertical: 38.5"" Broad: 10'5""",NA
"144","https://bleacherreport.com/articles/25250851-nfl-draft-2026-scouting-report-arkansas-qb-taylen-green","NFL Draft 2026 Scouting Report for Arkansas QB Taylen Green","NFL Draft 2026 Scouting Report for Arkansas QB Taylen Green","Taylen Green",NA,"- RPO and play-action passer. Green sells handoffs and runs fakes well from shotgun, pistol, and under-center formations. | - Elite height and frame to effortlessly scan the field without restrictions. | - Arm talent to access the entire field. He possesses the arm strength to power the football into most windows with little effort. | - He has the arm talent to throw with touch and arc underneath the football; he layers it well. | - One of the most dangerous running quarterbacks in college football. | - Green can terrorize a defense and has a knack for knowing when to utilize his legs, weaponizing them for significant gains and key third-down conversions. | - Green fits the current archetype of game-changing quarterbacks that we're witnessing in the NFL today, with the ability to throw the ball well enough to win and the athleticism to break the hearts of defenses on key third and fourth downs.","- Limiting turnover-worthy plays. Green leaned into the role of Arkansas's ""Superman."" | - He is still learning how to let plays die down and live to throw the next play. Risky plays are made as a result of his hero-ball mentality. | - Chasing the big plays creates head-scratching decisions that hurt the offense. | - Green needs to begin taking what the defense gives him. He must work on the check-downs as installed into the play call. | - Getting his eyes upfield quickly post-snap. Green is inconsistent when attacking the defense in the short areas of the field due to late eyes. | - Playing on time by synchronizing his drop with the receivers' route timing. | - Green's lower body mechanics are still inconsistent. He's heel-clicky and toesy in the pocket after reaching the top of his drop. | - Green needs to transition his weight properly to prevent being narrow-footed as he climbs the pocket, optimizing his accuracy and ball placement. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.80 (Role Player/Part-Time Contributor — 4th Round) | COMPARABLE GRADE: Bailey Zappe (6.8 in 2022, Michael Penix Jr (6.9 in 2024), Tanner McKee (7.0 in 2023) | OVERALL RANK: 134 | POSITION RANK: QB6 | PRO COMPARISON: Shades of Terrelle Pryor",NA,"Height: 6'6"" Weight: 227 HAND: 9⅞"" ARM: 34¾"" Wingspan: 83¾ | 40-YARD DASH: 4.36"" Vertical: 43.5"" Broad Jump: 11'2"" 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A","6.80 (Role Player/Part-Time Contributor — 4th Round)","Bailey Zappe (6.8 in 2022, Michael Penix Jr (6.9 in 2024), Tanner McKee (7.0 in 2023)","134","QB6","Shades of Terrelle Pryor","6'6"" Weight: 227 HAND: 9⅞"" ARM: 34¾"" Wingspan: 83¾","227 HAND: 9⅞"" ARM: 34¾"" Wingspan: 83¾",NA,NA,"83¾",NA,NA,"43.5"" Broad Jump: 11'2"" 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A",NA,NA,"N/A Bench Press: N/A",NA
"145","https://bleacherreport.com/articles/25248625-nfl-draft-2026-scouting-report-penn-state-rb-nicholas-singleton","NFL Draft 2026 Scouting Report for Penn State RB Nicholas Singleton","NFL Draft 2026 Scouting Report for Penn State RB Nicholas Singleton","Nicholas Singleton",NA,"- Big playmaker with the football. Singleton has great burst/acceleration to reach top speed and outrun pursuit angles to the perimeter. He puts pressure on second-level defenders to close or fill running lanes quickly before he explodes through into the open field. | - Penn State's talented RB excels as a downhill runner with his shoulders squared to the line of scrimmage. He is an aggressive runner who converts speed and acceleration to power upon contact. He is a great fit for gap/power scheme offenses in the NFL. | - Singleton is a talented pass catcher with alignment versatility. He can line up out wide and in the slot to create favorable matchups for his quarterback to exploit. He tracks the ball well for a running back on fades and downfield routes. | - His patience and vision on power concepts are keys to his ability to find daylight behind his lead blockers. Maximizing the homerun threat that his top-end speed presents to a defense.","- Singleton is a straight-line and downhill runner who lacks the wiggle to create for himself. He isn't elusive to make defenders miss in a phone booth and relies on power to get through traffic. | - Reading and processing information on zone runs is hit or miss. Penn State's dynamic back does not have a natural feel for zone concepts. There is hip tightness when he needs to rotate and become a one-cut runner. | - The inability to string together quick lateral cuts hampers his ability to negotiate quick backfield penetration. If the defense knifes into the backfield before he has forward momentum, the play will be over quickly. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.45 (Developmental Prospect — 5th Round) | COMPARABLE GRADE: James Cook (6.5 in 2022), Tyler Badie (6.4in 2022), Hassan Haskins (6.4 in 2022) | OVERALL RANK: 155 | POSITION RANK: RB9 | PRO COMPARISON: David Johnson",NA,"Height: 6'0"" Weight: 224 | Workout numbers and data will be added at a later date.","6.45 (Developmental Prospect — 5th Round)","James Cook (6.5 in 2022), Tyler Badie (6.4in 2022), Hassan Haskins (6.4 in 2022)","155","RB9","David Johnson","6'0"" Weight: 224","224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","https://bleacherreport.com/articles/25357610-nfl-draft-2026-scouting-report-usc-edge-anthony-lucas","NFL Draft 2026 Scouting Report for USC Edge Anthony Lucas","NFL Draft 2026 Scouting Report for USC Edge Anthony Lucas","Anthony Lucas",NA,"- Lucas has great frame, with little to no bad weight. He also has decent length. | - Solid athlete overall, showing good quickness and change of direction, with the chance to add a strong inside-counter as a pass-rusher if he can improve the accuracy/timing with his hands. | - Good at turning speed-to-power as a pass-rusher and flashes of a solid long-arm move. | - Active hands when rushing the passer. | - Against the run, he's quick to get his hands up with decent upper-body strength to get extension on blocks, especially with his arm length. | - Stays tight to the line of scrimmage and displays decent speed to occasionally make tackles when unblocked on the backside of zone runs.","- Lucas had minimal collegiate production. He didn't record a sack until his fourth year and posted only three in 2025. | - Lacks explosion off the line of scrimmage to threaten the edge. | - Often late and inaccurate with his hands as a pass-rusher, limiting his arsenal. | - Subpar bend to turn a tight corner at the top of the rush. | - Doesn't have the lower-body strength to anchor and set the edge against good competition. | - Lacks rotational strength to avoid getting his shoulders turned against scoop blocks, even against two tight ends. | - Block recognition is below average, and he doesn't run his feet to avoid getting reached. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.4 (Developmental Prospect — 5th Round) | COMPARABLE GRADE: Malcolm Koonce, Buffalo (6.4 in 2021), Amare Barno, Virginia Tech (6.3 in 2022), Que Robinson, Alabama (6.4 in 2025) | OVERALL RANK: 180 | POSITION RANK: EDGE17 | PRO COMPARISON: Chauncey Golston",NA,"Height: 6'5"" Weight: 256 Hand: 10¼"" Arm: 33⅜"" Wingspan: N/A | 40-Yard Dash: N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","6.4 (Developmental Prospect — 5th Round)","Malcolm Koonce, Buffalo (6.4 in 2021), Amare Barno, Virginia Tech (6.3 in 2022), Que Robinson, Alabama (6.4 in 2025)","180","EDGE17","Chauncey Golston","6'5"" Weight: 256 Hand: 10¼"" Arm: 33⅜"" Wingspan: N/A","256 Hand: 10¼"" Arm: 33⅜"" Wingspan: N/A",NA,NA,"N/A","N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Broad: N/A","N/A","N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Vertical: N/A Broad: N/A",NA
"147","https://bleacherreport.com/articles/25322269-nfl-draft-2026-scouting-report-oregon-lb-bryce-boettcher","NFL Draft 2026 Scouting Report for Oregon LB Bryce Boettcher","NFL Draft 2026 Scouting Report for Oregon LB Bryce Boettcher","Bryce Boettcher",NA,"- Boettcher is a good overall athlete, evidenced by his success as a dual-sport college athlete. Smooth mover who has the change of direction and speed to cover tight ends man-to-man. | - Constant pre-snap communicator, takes command of the defense, and makes sure everyone is on the same page. | - Good eyes and movement skills to tighten throwing windows in zone coverage or pick up his man on scramble drills. | - Outfielder background shows up in his ball tracking skills, allowing him to bat passes out of the air. | - Decent instincts against the run, he's solid at recognizing when he can shoot gaps and at mirroring running backs in the backfield. Lateral movement skills help with the latter, too. | - Can use his athletic ability to sift through the trash or make offensive linemen miss in space. | - Solid sideline-to-sideline range.","- Boettcher is on the smaller side for an NFL linebacker and has short arms. | - Older prospect, he'll be a 24-year-old rookie. | - Lacks strength to hold his ground against offensive linemen in the running game. He's even struggled when taking on blocks from bigger tight ends. | - Below-average upper body strength and lack of length lead to limited extension and his getting stuck on blocks. | - Doesn't have much pop behind his pads when coming downhill, and often gives up extra yards after contact when tackling running backs. | - Combination of being older and lacking strength could lead to teams viewing him as a low-ceiling type of prospect. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.4 (Developmental Prospect — 5th Round) | COMPARABLE GRADE: Brian Asamoah II, Oklahoma (6.4 in 2022), Amen Ogbongbemiga, Oklahoma State (6.3 in 2021), Edefuan Ulofoshio, Washington (6.2 in 2024) | OVERALL RANK: 179 | POSITION RANK: LB13 | PRO COMPARISON: Cole Holcomb",NA,"Height: 6'1"" Weight: 233 Hand: 9"" Arm: 30⅝"" Wingspan: N/A | 40-Yard Dash: N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","6.4 (Developmental Prospect — 5th Round)","Brian Asamoah II, Oklahoma (6.4 in 2022), Amen Ogbongbemiga, Oklahoma State (6.3 in 2021), Edefuan Ulofoshio, Washington (6.2 in 2024)","179","LB13","Cole Holcomb","6'1"" Weight: 233 Hand: 9"" Arm: 30⅝"" Wingspan: N/A","233 Hand: 9"" Arm: 30⅝"" Wingspan: N/A",NA,NA,"N/A","N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Broad: N/A","N/A","N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Vertical: N/A Broad: N/A",NA
"148","https://bleacherreport.com/articles/25358081-nfl-draft-2026-scouting-report-auburn-iol-jeremiah-wright","NFL Draft 2026 Scouting Report for Auburn IOL Jeremiah Wright","NFL Draft 2026 Scouting Report for Auburn IOL Jeremiah Wright","Jeremiah Wright",NA,"— Wide-bodied frame with good thickness throughout his build. | — Good square power to uproot and dig out targets on double-team feeds, pulls, down blocks and when looking for work in pass protection. | — Chippy, physical presence and opportunistic finisher with the size/strength combo to deliver body blows. | — Flashes ability to stay square, patient and inside-out in one-on-one pass protection situations to maximize his size and lengthen the path home for rushers.","— Marginal foot quickness and redirect skills cap his ability to recover out of compromising positions. | — Overly reliant on brute force in the run game, leading to overextension and subpar leverage and sustain skills. | — Has too much air in his footwork when using the gallop technique on double-teams, creating leakage and quick penetration.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.3 (Developmental Prospect — 5th Round) | COMPARABLE GRADE: Javion Cohen (5.9 in 2024), Layden Robinson (5.9 in 2024), Justin Shaffer (6.5 in 2022) | OVERALL RANK: 192 | POSITION RANK: IOL23 | PRO COMPARISON: Anthony Belton | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 6'5"" Weight: 331 Arm: 33 ⅛"" Hand: 10"" | 40-Yard Dash: NA 10-Yard Split: NA Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","6.3 (Developmental Prospect — 5th Round)","Javion Cohen (5.9 in 2024), Layden Robinson (5.9 in 2024), Justin Shaffer (6.5 in 2022)","192","IOL23","Anthony Belton","6'5"" Weight: 331 Arm: 33 ⅛"" Hand: 10""","331 Arm: 33 ⅛"" Hand: 10""",NA,NA,NA,"NA 10-Yard Split: NA Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Shuttle: NA 3-Cone: NA Bench: NA","NA Bench: NA","NA 3-Cone: NA Bench: NA","NA"
"149","https://bleacherreport.com/articles/25327698-nfl-draft-2026-scouting-report-james-madison-s-jacob-thomas","NFL Draft 2026 Scouting Report for James Madison S Jacob Thomas","NFL Draft 2026 Scouting Report for James Madison S Jacob Thomas","Jacob Thomas",NA,"— Thomas is a good athlete with smooth movement skills and reactive ability to make plays in a variety of ways. His versatility allows him to play all over the field, but he does his best when working in the box. | — The former walk-on has a workman's mentality and his motor runs hot. Thomas gets downhill quickly, throws his body around in the run game and chases plays down. | — Big-nickel upside with man-coverage ability against tight ends and willingness to play with physicality. | — Thomas gains depth well and tracks the football smoothly. His ball skills help him to defend the ball in the air and attack the catch-point.","— Thomas must refine his tackling technique. Wrapping up more consistently and improving pursuit angles will limit run-after-the-catch yards and make the safety prospect a more reliable run-defender. | — In zone coverage, the 6'1"", 212-pound defensive back tends to rely on mirroring the quarterback's eyes. He's a good reactive athlete, but his instincts for reading route-concepts are still developing. | — Functional strength to take on blocks and deal with physical receivers needs improved. Thomas can be bullied at the top of routes and struggle to get off blocks. | —Better athletes and offensive concepts lie ahead after playing against a lower level of competition, and his processing speed must quicken.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.3 (Developmental Prospect - Fifth Round) | COMPARABLE GRADE: S Dan Jackson, Georgia (6.4 in 2025), CB Isaiah Johnson, Syracuse (6.3 in 2024), S Brandon Joseph, Notre Dame (6.4 in 2023) | OVERALL RANK: 194 | POSITION RANK: S18 | PRO COMPARISON: Ronnie Hickman | TOP NEWS | Mock NFL Expansion Draft 📋 | Report: Falcons, Jags Make DT Trade | Every Team's Ideal 1st-Round Pick 👌","Height: 6'0"" Weight: 215 Hand Size: N/A Arm Length: N/A Wingspan: N/A | 40-yard dash: 4.45 10-yard split: N/A Vertical: 36 ½"" Broad: 10'1"" 3 cone: 6.8 Shuttle: 4.21 Bench: N/A","6.3 (Developmental Prospect - Fifth Round)","S Dan Jackson, Georgia (6.4 in 2025), CB Isaiah Johnson, Syracuse (6.3 in 2024), S Brandon Joseph, Notre Dame (6.4 in 2023)","194","S18","Ronnie Hickman","6'0"" Weight: 215 Hand Size: N/A Arm Length: N/A Wingspan: N/A","215 Hand Size: N/A Arm Length: N/A Wingspan: N/A","N/A Arm Length: N/A Wingspan: N/A","N/A Wingspan: N/A","N/A",NA,NA,"36 ½"" Broad: 10'1"" 3 cone: 6.8 Shuttle: 4.21 Bench: N/A","10'1"" 3 cone: 6.8 Shuttle: 4.21 Bench: N/A",NA,"4.21 Bench: N/A","N/A"
"150","https://bleacherreport.com/articles/25263721-nfl-draft-2026-scouting-report-penn-state-ot-drew-shelton","NFL Draft 2026 Scouting Report for Penn State OT Drew Shelton","NFL Draft 2026 Scouting Report for Penn State OT Drew Shelton","Drew Shelton",NA,"— Lean, athletic build with good arm length. | — Quick-twitch mover who explodes out of his stance and looks good on the move. | — Effective snatch-technique in pass protection to combat the long-arm and gain a leverage advantage. | — Capable move-blocker with the burst and speed to track and intersect second- and third-level targets on lead blocks around the edge.","— Marginal play-strength and ability to sustain blocks. | — Prematurely turns his hips, drifts and/or shoots two-hand strikes in pass protection thus opening the door to inside counters. | — Feet die on contact during drive and base blocks creating quick stalemates and overextension.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.2 (Developmental Prospect - Round 5) | COMPARABLE GRADE: Javon Foster (6.5 in 2024), Jaelyn Duncan (6.5 in 2023), Warren McClendon Jr. (6.5 in 2023) | OVERALL RANK: 202 | POSITION RANK: OT16 | PRO COMPARISON: Geron Christian | TOP NEWS | Breaking News | Mock NFL Expansion Draft 📋 | Jeremiyah Love on Giants' Radar","Height: 6'5"" Weight: 313 Arm: 33 ⅜"" Hand: 9 ⅝"" | 40-Yard Dash: 5.16 10-Yard Split: 1.79 Vertical: 31"" Broad: 9'4"" Shuttle: NA 3-Cone: NA Bench: NA","6.2 (Developmental Prospect - Round 5)","Javon Foster (6.5 in 2024), Jaelyn Duncan (6.5 in 2023), Warren McClendon Jr. (6.5 in 2023)","202","OT16","Geron Christian","6'5"" Weight: 313 Arm: 33 ⅜"" Hand: 9 ⅝""","313 Arm: 33 ⅜"" Hand: 9 ⅝""",NA,NA,NA,"5.16 10-Yard Split: 1.79 Vertical: 31"" Broad: 9'4"" Shuttle: NA 3-Cone: NA Bench: NA","1.79 Vertical: 31"" Broad: 9'4"" Shuttle: NA 3-Cone: NA Bench: NA","31"" Broad: 9'4"" Shuttle: NA 3-Cone: NA Bench: NA","9'4"" Shuttle: NA 3-Cone: NA Bench: NA","NA Bench: NA","NA 3-Cone: NA Bench: NA","NA"
"151","https://bleacherreport.com/articles/25258493-nfl-draft-2026-scouting-report-oregon-ot-isaiah-world","NFL Draft 2026 Scouting Report for Oregon OT Isaiah World","NFL Draft 2026 Scouting Report for Oregon OT Isaiah World","Isaiah World",NA,"— Good upper-body strength with heavy hands to deliver a jolt on contact. | — Explosive first step to reach his spot in his pass sets and surge into defenders on drive blocks. | — Good arm length with flashes of establishing first meaningful contact and playing long to keep rushers off of his frame. | — Has the quickness and speed to intersect targets on screens.","— Raw, unrefined hand usage, positional leverage and sustain skills. | — Slow to adapt and recover out of compromising positions. | — Overly reliant on striking with heavy hands leads to whiffs and glaring losses.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.2 (Developmental Prospect - Round 5) | COMPARABLE GRADE: Carson Vinson (6.1 in 2025), Kiran Amegadjie (6.4 in 2024), James Hudson (6.9 in 2021) | OVERALL RANK: 205 | POSITION RANK: OT17 | PRO COMPARISON: Ja'Wuan James | TOP NEWS | Every Team's Ideal 1st-Round Pick 👌 | Report: Falcons, Jags Make DT Trade | Brissett Wants Starter Money","Height: 6'8"" Weight: 318 Arm: NA Hand: NA | 40-Yard Dash: NA 10-Yard Split: NA Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","6.2 (Developmental Prospect - Round 5)","Carson Vinson (6.1 in 2025), Kiran Amegadjie (6.4 in 2024), James Hudson (6.9 in 2021)","205","OT17","Ja'Wuan James","6'8"" Weight: 318 Arm: NA Hand: NA","318 Arm: NA Hand: NA",NA,NA,NA,"NA 10-Yard Split: NA Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Shuttle: NA 3-Cone: NA Bench: NA","NA Bench: NA","NA 3-Cone: NA Bench: NA","NA"
"152","https://bleacherreport.com/articles/25253091-nfl-draft-2026-scouting-report-alabama-iol-parker-brailsford","NFL Draft 2026 Scouting Report for Alabama IOL Parker Brailsford","NFL Draft 2026 Scouting Report for Alabama IOL Parker Brailsford","Parker Brailsford",NA,"— Twitchy, explosive mover with very good quickness, burst and change of direction. | — Uncorks on contact with jolt, tight clench and consistent leg drive to strain and stay attached to blocks. | — Can hook a shade in zone, line up a 3-technique on back blocks and intersect targets on climbs. | — Brings an attacking, junkyard dog mentality to the pivot. | — Creates space out of his stance in pass protection with his head out of the block and light, active hands to punch and mirror sub-package rushers. | — Shows good mental processing skills to avoid getting picked, sort and handle line games, stunts and late-loopers.","— Slight frame with middling sand and mass. | — Will get stoned and stacked when squared up on angle-drive and bull-rushes that lead him to getting slowly pried open. | — Frenetic playing style, with some jerky movements, lead him to overshoot his aiming point and enter scramble mode to recover positional leverage.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 6.7 (Role Player/Part-Time Contributor - Round 4) | COMPARABLE GRADE: Beaux Limmer (6.8 in 2024), Jarrett Patterson (6.8 in 2023), Luke Wypler (6.6 in 2023) | OVERALL RANK: 147 | POSITION RANK: IOL16 | PRO COMPARISON: Coleman Shelton | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 6'2"" Weight: 289 Arm: 32"" Hand: 9 ½"" | 40-Yard Dash: 4.95 10-Yard Split: 1.7 Vertical: 32 ½"" Broad: 9'10"" Shuttle: 4.72 3-Cone: NA Bench: 27","6.7 (Role Player/Part-Time Contributor - Round 4)","Beaux Limmer (6.8 in 2024), Jarrett Patterson (6.8 in 2023), Luke Wypler (6.6 in 2023)","147","IOL16","Coleman Shelton","6'2"" Weight: 289 Arm: 32"" Hand: 9 ½""","289 Arm: 32"" Hand: 9 ½""",NA,NA,NA,"4.95 10-Yard Split: 1.7 Vertical: 32 ½"" Broad: 9'10"" Shuttle: 4.72 3-Cone: NA Bench: 27","1.7 Vertical: 32 ½"" Broad: 9'10"" Shuttle: 4.72 3-Cone: NA Bench: 27","32 ½"" Broad: 9'10"" Shuttle: 4.72 3-Cone: NA Bench: 27","9'10"" Shuttle: 4.72 3-Cone: NA Bench: 27","NA Bench: 27","4.72 3-Cone: NA Bench: 27","27"
