Player Name,Position,College,consensus,beast_grade,br_article_grade,br_pro_comparison,p_real_contract,p_practice_only,p_out_of_league,sc_prediction,p_mocked_higher,p_mocked_near_consensus,p_mocked_lower,draft_prediction,text_source,has_br,has_pff
Fernando Mendoza,QB,Indiana,1,1st round,8.6 (Impact Player — 1st Round),Matt Ryan with mobility,80.4,12.8,6.8,real_contract,39.0,57.8,3.2,mocked_near_consensus,beast,True,False
Arvell Reese,LB,Ohio State,2,1st round,8.5 (Impact Player — 1st Round),Demario Davis with more length,63.4,9.5,27.1,real_contract,32.5,58.1,9.3,mocked_near_consensus,beast,True,False
David Bailey,EDGE,Texas Tech,3,1st round,8.4 (Year 1 Starter — 1st Round),Jaelan Phillips,55.8,25.6,18.7,real_contract,80.4,16.3,3.3,mocked_higher,beast,True,False
Jeremiyah Love,RB,Notre Dame,4,1st round,9.0 (Pro Bowl Player — 1st Round),Jamaal Charles,84.1,9.5,6.4,real_contract,28.6,66.4,5.0,mocked_near_consensus,beast,True,False
Francis Mauigoa,OT,Miami (FL),5,1st round,8.0 (Year 1 Starter - 1st Round),Stronger Jermaine Eluemunor,51.6,14.9,33.5,real_contract,79.4,18.1,2.5,mocked_higher,beast,True,False
Sonny Styles,LB,Ohio State,6,1st round,8.4 (Year 1 Starter — 1st Round),Skinny Anthony Barr (NFL version),78.1,7.9,14.0,real_contract,54.3,36.9,8.8,mocked_higher,beast,True,False
Rueben Bain,EDGE,Miami (FL),7,1st round,8.5 (Impact Player — 1st Round),Brandon Graham,78.6,11.9,9.6,real_contract,34.1,61.5,4.3,mocked_near_consensus,beast,True,False
Carnell Tate,WR,Ohio State,8,1st round,8.15 (Year 1 Starter— 1st Round),DeVonta Smith,61.7,29.9,8.4,real_contract,53.5,43.2,3.3,mocked_higher,beast,True,False
Caleb Downs,S,Ohio State,9,1st round,9.2 (Pro Bowl Player — 1st Round),Eric Berry,55.6,24.7,19.7,real_contract,26.8,66.7,6.5,mocked_near_consensus,beast,True,False
Mansoor Delane,CB,LSU,10,1st round,8.2 (Impact Player - 1st Round),Quinyon Mitchell,68.0,21.8,10.2,real_contract,33.2,53.8,12.9,mocked_near_consensus,beast,True,False
Monroe Freeling,OT,Georgia,11,1st-2nd round,7.6 (Key Contributor — 2nd Round),Anthony Castonzo,64.4,18.5,17.0,real_contract,35.4,56.7,7.9,mocked_near_consensus,beast,True,False
Spencer Fano,OT,Utah,12,1st round,8.0 (Year 1 Starter - 1st Round),Zach Tom,21.3,26.0,52.7,out_of_league,89.2,9.6,1.2,mocked_higher,beast,True,False
Makai Lemon,WR,USC,13,1st round,8.1 (Year 1 Starter — Late 1st Round),Parker Washington / Amon Ra-St. Brown-style impact player,45.4,41.7,13.0,real_contract,35.0,61.5,3.5,mocked_near_consensus,beast,True,False
Jermod McCoy,CB,Tennessee,14,1st round,,,40.2,35.1,24.7,real_contract,92.2,6.3,1.5,mocked_higher,beast,False,False
Jordyn Tyson,WR,Arizona State,15,1st-2nd round,8.20 (Year 1 Starter — 1st Round),Amari Cooper,9.3,68.0,22.7,practice_only,68.0,29.2,2.8,mocked_higher,beast,True,False
Olaivavega Ioane,IOL,Penn State,16,1st round,8.1 (Year 1 Starter - Round 1),Mike Iupati,64.8,24.4,10.9,real_contract,16.0,78.4,5.6,mocked_near_consensus,beast,True,False
Kenyon Sadiq,TE,Oregon,17,1st-2nd round,8.0 (Impact Player — 1st Round),George Kittle,19.2,61.9,18.9,practice_only,57.5,37.7,4.8,mocked_higher,beast,True,False
Dillon Thieneman,S,Oregon,18,1st-2nd round,8.0 (Key Contributor - Second Round),Daxton Hill but wants to tackle,44.3,17.1,38.5,real_contract,87.1,9.4,3.6,mocked_higher,beast,True,False
Akheem Mesidor,EDGE,Miami (FL),19,1st-2nd round,7.8 (Key Contributor — 2nd Round),Byron Young (LAR/Tennessee),66.6,21.9,11.6,real_contract,17.4,76.1,6.6,mocked_near_consensus,beast,True,False
Keldric Faulk,EDGE,Auburn,20,1st-2nd round,8.0 (Year 1 Starter — Late 1st - Early 2nd Round),Carlos Dunlap,45.4,28.5,26.1,real_contract,87.8,9.0,3.2,mocked_higher,beast,True,False
Kadyn Proctor,OT,Alabama,21,1st-2nd round,7.7 (Key Contributor - 2nd Round),Rodger Saffold,36.3,44.8,18.8,practice_only,38.6,55.3,6.1,mocked_near_consensus,beast,True,False
Omar Cooper,WR,Indiana,22,1st-2nd round,7.95 (Key Contributor — 2nd Round),Shades of DJ Moore,53.9,33.4,12.7,real_contract,89.4,8.0,2.5,mocked_higher,beast,True,False
Emmanuel McNeil-Warren,S,Toledo,23,1st-2nd round,8.0 (Year 1 Starter - Late First Round),Justin Reid,66.1,11.8,22.1,real_contract,44.0,52.2,3.8,mocked_near_consensus,beast,True,False
Avieon Terrell,CB,Clemson,24,1st-2nd round,8.0 (Year 1 Starter - First Round),DJ Turner,12.3,60.1,27.7,practice_only,85.9,11.5,2.5,mocked_higher,beast,True,False
Caleb Lomu,OT,Utah,25,1st-2nd round,7.5 (Key Contributor - 2nd Round),Walker Little,46.6,24.3,29.1,real_contract,32.4,59.8,7.7,mocked_near_consensus,beast,True,False
TJ Parker,EDGE,Clemson,26,1st-2nd round,7.9 (Key Contributor — 2nd Round),Less explosive Bradley Chubb,73.7,16.4,9.9,real_contract,36.1,58.6,5.3,mocked_near_consensus,beast,True,False
Blake Miller,OT,Clemson,27,1st-2nd round,7.7 (Key Contributor — 2nd Round),Colton McKivitz,16.7,29.5,53.8,out_of_league,86.0,12.1,2.0,mocked_higher,beast,True,False
Peter Woods,DL,Clemson,28,1st-2nd round,8.0 (Impact Player — 1st Round),Jeffery Simmons,35.4,43.0,21.5,practice_only,54.7,43.9,1.4,mocked_higher,beast,True,False
Kevin Concepcion,WR,Texas A&M,29,1st-2nd round,8.08 (Year 1 Starter — Late 1st-Early 2nd Round),Emmanuel Sanders,49.4,34.2,16.4,real_contract,33.6,60.7,5.7,mocked_near_consensus,beast,True,False
Ty Simpson,QB,Alabama,30,2nd round,7.7 (Key Contributor — 2nd Round),An athletic Kirk Cousins,41.5,39.1,19.4,real_contract,32.1,61.6,6.3,mocked_near_consensus,beast,True,False
Denzel Boston,WR,Washington,31,1st-2nd round,7.85 (Key Contributor — 2nd Round),Michael Pittman,67.1,22.0,10.9,real_contract,89.1,9.7,1.2,mocked_higher,beast,True,False
Kayden McDonald,DL,Ohio State,32,1st-2nd round,7.9 (High-Level Backup/Starter Upside — 3rd Round),Shades of Vince Wilfork,23.9,36.0,40.1,out_of_league,37.1,58.2,4.7,mocked_near_consensus,beast,True,False
CJ Allen,LB,Georgia,33,2nd round,7.8 (Key Contributor — 2nd Round),Daiyan Henley,35.8,52.7,11.6,practice_only,58.5,25.7,15.7,mocked_higher,beast,True,False
Cashius Howell,EDGE,Texas A&M,34,2nd round,7.8 (Key Contributor — 2nd),Harold Landry III,16.9,60.1,23.1,practice_only,84.0,11.6,4.4,mocked_higher,beast,True,False
Colton Hood,CB,Tennessee,35,1st-2nd round,7.6 (Key Contributor — Second Round),Kamari Lassiter,53.1,36.1,10.8,real_contract,48.2,40.6,11.2,mocked_higher,beast,True,False
Max Iheanachor,OT,Arizona State,36,1st-2nd round,7.4 (High-Level Backup/Starter Upside — 3rd Round),Yosh Nijman,36.1,33.6,30.3,real_contract,26.3,69.6,4.1,mocked_near_consensus,beast,True,False
Zion Young,EDGE,Missouri,37,1st-2nd round,7.7 (2nd Round — Key Contributor),Tyree Wilson,53.1,10.3,36.6,real_contract,91.4,6.8,1.8,mocked_higher,beast,True,False
Caleb Banks,DL,Florida,38,2nd-3rd round,7.5 (Key Contributor — 2nd Round),Gervon Dexter,39.6,11.5,48.9,out_of_league,91.7,5.8,2.5,mocked_higher,beast,True,False
Brandon Cisse,CB,South Carolina,39,2nd round,7.4 (High-Level Backup/Starter Upside— Third Round),Jaycee Horn,11.9,33.2,54.9,out_of_league,92.5,5.2,2.3,mocked_higher,beast,True,False
Emmanuel Pregnon,IOL,Oregon,40,2nd-3rd round,7.5 (Key Contributor - Round 2),Robert Hunt,18.7,36.7,44.5,out_of_league,90.6,5.5,3.9,mocked_higher,beast,True,False
Chris Johnson,CB,San Diego State,41,1st-2nd round,7.7 (Key Contributor - Second Round),Coby Bryant,33.8,38.1,28.1,practice_only,97.6,2.0,0.4,mocked_higher,beast,True,False
Malachi Lawrence,EDGE,UCF,42,1st-2nd round,,,38.6,18.5,42.8,out_of_league,81.2,16.3,2.4,mocked_higher,beast,False,False
Chase Bisontis,IOL,Texas A&M,43,1st-2nd round,7.5 (Key Contributor — 2nd Round),Mark Glowinski,11.0,27.7,61.2,out_of_league,92.6,6.1,1.4,mocked_higher,beast,True,False
Jadarian Price,RB,Notre Dame,44,2nd-3rd round,,,16.1,49.1,34.8,practice_only,97.6,1.5,0.8,mocked_higher,beast,False,False
Jacob Rodriguez,LB,Texas Tech,45,2nd round,7.3 (High-Level Backup/Starter Upside — 3rd Round),Jack Sanborn,20.4,59.2,20.4,practice_only,50.3,43.4,6.2,mocked_higher,beast,True,False
Christen Miller,DL,Georgia,47,2nd round,7.6 (Key Contributor — 2nd Round),Kenny Clark,45.0,36.7,18.3,real_contract,35.0,53.4,11.6,mocked_near_consensus,beast,True,False
Anthony Hill,LB,Texas,49,2nd-3rd round,7.4 (High-Level Backup/Starter Upside — 3rd Round),Kenneth Murray,17.8,33.2,49.1,out_of_league,95.6,2.4,1.9,mocked_higher,beast,True,False
Gabe Jacas,EDGE,Illinois,50,2nd-3rd round,7.6 (Key Contributor — 2nd Round),Jonathan Greenard without the length,12.7,64.1,23.2,practice_only,58.0,35.0,7.0,mocked_higher,beast,True,False
Jake Golday,LB,Cincinnati,51,2nd-3rd round,7.7 (Key Contributor — 2nd Round),Devin Lloyd,16.7,45.8,37.5,practice_only,91.3,5.9,2.8,mocked_higher,beast,True,False
Chris Bell,WR,Louisville,52,2nd round,7.80 (Key Contributor — 2nd Round),Xavier Legette,54.6,36.6,8.8,real_contract,37.8,52.9,9.4,mocked_near_consensus,beast,True,False
Eli Stowers,TE,Vanderbilt,53,2nd-3rd round,,,46.8,42.0,11.2,real_contract,23.2,65.1,11.7,mocked_near_consensus,beast,False,False
Chris Brazzell,WR,Tennessee,54,3rd-4th round,7.90 (Key Contributor — 2nd Round),Martavis Bryant,36.0,51.8,12.3,practice_only,57.4,30.4,12.2,mocked_higher,beast,True,False
Dangelo Ponds,CB,Indiana,55,2nd round,7.8 (Key Contributor — 2nd Round),Jason Verrett,52.8,34.7,12.5,real_contract,32.6,60.9,6.5,mocked_near_consensus,beast,True,False
Germie Bernard,WR,Alabama,56,2nd round,7.11 (High-Level Backup/Starter Upside — 3rd Round),Shades of Jarvis Landry,41.4,45.3,13.3,practice_only,46.6,41.1,12.3,mocked_higher,beast,True,False
AJ Haulcy,S,LSU,57,2nd-3rd round,7.6 (Key Contributor -Second Round),Xavier Watts,44.0,43.4,12.6,real_contract,23.3,67.2,9.5,mocked_near_consensus,beast,True,False
Keylan Rutledge,IOL,Georgia Tech,58,2nd-3rd round,7.6 (Key Contributor - 2nd Round),Dylan Fairchild,15.5,60.2,24.2,practice_only,51.9,40.3,7.8,mocked_higher,beast,True,False
Derrick Moore,EDGE,Michigan,59,3rd round,7.4 (High-Level Backup/Starter Upside — 3rd Round),Boye Mafe,68.7,6.5,24.8,real_contract,82.3,13.0,4.7,mocked_higher,beast,True,False
Gennings Dunker,OT,Iowa,60,3rd round,7.1 (High-Level Backup/Starter Upside - Round 3),Mason McCormick,25.6,33.7,40.7,out_of_league,53.0,32.0,14.9,mocked_higher,beast,True,False
Keionte Scott,CB,Miami (FL),61,2nd-3rd round,6.8 (Role Player/Part-Time Contributor - Fourth Round),Alontae Taylor,44.1,28.5,27.3,real_contract,79.3,16.1,4.6,mocked_higher,beast,True,False
Josiah Trotter,LB,Missouri,62,3rd round,,,18.7,58.7,22.6,practice_only,56.1,24.9,19.0,mocked_higher,beast,False,False
Treydan Stukes,CB,Arizona,63,2nd-3rd round,7.4 (High-Level Backup/Starter Upside — 3rd Round),Shades of Devon Witherspoon,10.6,48.8,40.6,practice_only,76.8,15.4,7.7,mocked_higher,beast,True,False
Zachariah Branch,WR,Georgia,64,3rd round,7.66 (Key Contributor — 2nd Round),Zay Flowers,1.8,82.1,16.0,practice_only,96.8,2.1,1.2,mocked_higher,beast,True,False
Caleb Tiernan,OT,Northwestern,65,2nd-3rd round,7.1 (High-Level Backup/Starter Upside - Round 3),Doug Free,63.9,16.6,19.6,real_contract,21.8,66.5,11.7,mocked_near_consensus,beast,True,False
Domonique Orange,DL,Iowa State,66,2nd-3rd round,7.3 (High-Level Backup/Starter Upside — 3rd Round),T.J. Slaton,51.9,23.9,24.1,real_contract,14.3,77.4,8.3,mocked_near_consensus,beast,True,False
Keith Abney,CB,Arizona State,67,2nd-3rd round,7.1 (High-Level Backup/Starter Upside — 3rd Round),Michael Carter II,10.1,82.7,7.2,practice_only,51.4,39.0,9.6,mocked_higher,beast,True,False
Dani Dennis-Sutton,EDGE,Penn State,68,2nd-3rd round,7.3 (High-Level Backup/Starter Upside — 3rd Round),Dorance Armstrong,17.1,42.3,40.5,practice_only,84.0,11.1,4.9,mocked_higher,beast,True,False
Mike Washington,RB,Arkansas,69,3rd round,7.71 (Key Contributor — 2nd Round),Chris Carson,22.4,18.3,59.3,out_of_league,97.6,0.9,1.5,mocked_higher,beast,True,False
Malachi Fields,WR,Notre Dame,70,2nd-3rd round,7.7 (Key Contributor — 2nd Round),Shades of Brandon Marshall,17.5,29.3,53.2,out_of_league,97.0,2.1,0.9,mocked_higher,beast,True,False
Antonio Williams,WR,Clemson,71,2nd-3rd round,,,18.1,67.3,14.7,practice_only,39.4,53.9,6.7,mocked_near_consensus,beast,False,False
Kyle Louis,LB,Pittsburgh,72,3rd round,,,10.2,67.0,22.8,practice_only,60.1,22.3,17.6,mocked_higher,beast,False,False
Davison Igbinosun,CB,Ohio State,73,2nd-3rd round,7.5 (2nd Round - Key Contributor),Charvarius Ward,60.8,20.7,18.5,real_contract,79.9,15.3,4.8,mocked_higher,beast,True,False
Gracen Halton,DL,Oklahoma,74,4th round,6.8 (Role Player/Part-Time Contributor — 4th Round),Colby Wooden,30.2,60.7,9.1,practice_only,13.4,72.8,13.8,mocked_near_consensus,beast,True,False
Max Klare,TE,Ohio State,75,2nd-3rd round,7.7 (Key Contributor - 2nd Round),Mark Andrews,36.7,33.1,30.2,real_contract,40.3,54.9,4.8,mocked_near_consensus,beast,True,False
Connor Lew,IOL,Auburn,76,3rd-4th round,7.0 (High-Level Backup/Starter Upside - 3rd Round),Matt Hennessy,25.8,45.5,28.7,practice_only,41.7,46.4,12.0,mocked_near_consensus,beast,True,False
Ted Hurst,WR,Georgia State,77,3rd round,,,41.0,47.4,11.6,practice_only,30.7,61.8,7.5,mocked_near_consensus,beast,False,False
Romello Height,EDGE,Texas Tech,78,3rd round,7.2 (3rd Round — High-Level Backup/Starter Upside),Nick Herbig,41.9,19.2,38.9,real_contract,92.2,4.0,3.8,mocked_higher,beast,True,False
Elijah Sarratt,WR,Indiana,79,2nd-3rd round,7.4 (High-Level Backup/Starter Upside — 3rd Round),Shades of Keenan Allen,17.4,72.9,9.7,practice_only,64.7,28.9,6.4,mocked_higher,beast,True,False
Sam Hecht,IOL,Kansas State,80,3rd-4th round,7.2 (High-Level Backup/Starter Upside — 3rd Round),Tyler Biadasz,27.8,40.1,32.1,practice_only,90.0,4.7,5.2,mocked_higher,beast,True,False
Skyler Bell,WR,UConn,81,4th round,7.5 (Key Contributor— 2nd Round),Jayden Reed,27.0,57.2,15.8,practice_only,95.7,1.9,2.5,mocked_higher,beast,True,False
Joshua Josephs,EDGE,Tennessee,82,4th-5th round,7.0 (High-Level Backup/Starter Upside — 3rd Round),Uchenna Nwosu,59.2,20.2,20.6,real_contract,47.9,28.6,23.5,mocked_higher,beast,True,False
Garrett Nussmeier,QB,LSU,83,3rd round,7.05 (High-Level Backup/Starter Upside— 3rd Round),Brock Purdy,55.8,32.0,12.2,real_contract,19.3,74.0,6.7,mocked_near_consensus,beast,True,False
Kamari Ramsey,S,USC,84,4th round,7.4 (High-Level Backup/Starter Upside - Third Round),Ashton Davis,29.9,39.1,31.1,practice_only,83.7,5.5,10.8,mocked_higher,beast,True,False
Jaishawn Barham,LB,Michigan,85,3rd-4th round,,,42.1,15.1,42.8,out_of_league,93.1,2.4,4.5,mocked_higher,beast,False,False
Darrell Jackson,DL,Florida State,86,4th round,7.2 (High-Level Backup/Starter Upside — 3rd Round),Dalvin Tomlinson,65.5,14.9,19.6,real_contract,52.9,28.7,18.4,mocked_higher,beast,True,False
Oscar Delp,TE,Georgia,87,3rd round,7.1 (High-Level Backup/Starter Upside — 3rd round),Robert Tonyan,8.5,66.2,25.3,practice_only,91.5,3.7,4.8,mocked_higher,beast,True,False
Zakee Wheatley,S,Penn State,88,3rd round,7.7 (Key Contributor - 2nd Round),Kyle Hamilton,24.7,26.1,49.2,out_of_league,91.5,6.3,2.2,mocked_higher,beast,True,False
Bud Clark,S,TCU,89,3rd round,7.4 (High-Level Backup/Starter Upside- 3rd Round),Calen Bullock,44.4,28.4,27.1,real_contract,89.4,5.8,4.8,mocked_higher,beast,True,False
Bryce Lance,WR,North Dakota State,90,3rd-4th round,,,38.9,43.3,17.7,practice_only,80.9,10.7,8.5,mocked_higher,beast,False,False
Keyron Crawford,EDGE,Auburn,91,2nd-3rd round,,,55.5,20.2,24.3,real_contract,26.1,65.1,8.8,mocked_near_consensus,beast,False,False
Julian Neal,CB,Arkansas,92,4th round,7.2 (High-Level Backup/Starter Upside — 3rd Round),Riq Woolen,8.4,54.7,36.9,practice_only,95.9,1.4,2.7,mocked_higher,beast,True,False
Malik Muhammad,CB,Texas,93,3rd round,7.7 (Key Contributor- 2nd round),Nate Wiggins,60.4,26.1,13.5,real_contract,85.7,8.2,6.0,mocked_higher,beast,True,False
Deion Burks,WR,Oklahoma,94,3rd-4th round,7.55 (Key Contributor — 2nd Round),Sterling Shepard,2.7,81.6,15.7,practice_only,74.5,14.8,10.7,mocked_higher,beast,True,False
Genesis Smith,S,Arizona,95,4th round,7.3 (High-Level Backup/Starter Upside — 3rd Round),Shades of Jaquan Brisker,56.4,29.3,14.3,real_contract,50.9,27.1,21.9,mocked_higher,beast,True,False
Jalon Kilgore,S,South Carolina,96,3rd round,7.5,Jamel Dean,30.4,30.2,39.4,out_of_league,81.7,11.3,7.0,mocked_higher,beast,True,False
Jalen Farmer,IOL,Kentucky,97,3rd-4th round,6.8 (Role Player/Part-Time Contributor — 4th Round),Chris Paul,53.9,12.0,34.1,real_contract,85.7,7.0,7.3,mocked_higher,beast,True,False
Devin Moore,CB,Florida,98,4th round,,,37.8,16.6,45.6,out_of_league,49.7,31.7,18.6,mocked_higher,beast,False,False
Dametrious Crownover,OT,Texas A&M,99,4th-5th round,6.3 (Developmental Prospect - Round 5),Kiran Amegadjie,51.9,27.0,21.1,real_contract,36.7,33.6,29.7,mocked_higher,beast,True,False
Logan Jones,IOL,Iowa,100,3rd-4th round,6.5 (Role Player/Part-time Contributor - 4th Round),Diet Coke Tyler Linderbaum,0.1,95.1,4.7,practice_only,96.8,3.1,0.1,mocked_higher,beast,True,False
Chandler Rivers,CB,Duke,101,3rd-4th round,7.8 (Second round - Key contributor),Skinny Trent McDuffie,11.8,55.3,32.9,practice_only,90.5,4.9,4.6,mocked_higher,beast,True,False
Jonah Coleman,RB,Washington,102,4th-5th round,6.7 (Role Player/Part-Time Contributor — 4th Round),Mike Davis,5.5,77.7,16.8,practice_only,66.7,17.9,15.4,mocked_higher,beast,True,False
Jake Slaughter,IOL,Florida,103,3rd-4th round,7.0 (High-Level Backup/Starter Upside — 3rd Round),Chase Roullier,35.5,46.9,17.6,practice_only,53.1,32.3,14.6,mocked_higher,beast,True,False
Kaleb Proctor,DL,Southeastern Louisiana,104,5th round,,,18.7,61.7,19.7,practice_only,37.0,29.6,33.4,mocked_higher,beast,False,False
LT Overton,EDGE,Alabama,105,4th round,7.1 (High-Level Backup/Starter Upside — 3rd Round),Pre-injuries Mario Edwards Jr.,40.6,37.4,22.1,real_contract,67.8,18.0,14.2,mocked_higher,beast,True,False
Sam Roush,TE,Stanford,106,3rd-4th round,7.2 (High-Level Backup/Starter Upside - Third Round),Tucker Kraft,11.5,71.8,16.7,practice_only,66.3,25.4,8.2,mocked_higher,beast,True,False
Emmett Johnson,RB,Nebraska,107,3rd-4th round,7.37 (High-Level Backup/Starter Upside — 3rd Round),Jashaun Corbin,25.0,55.4,19.6,practice_only,72.0,18.9,9.1,mocked_higher,beast,True,False
Chris McClellan,DL,Missouri,108,3rd-4th round,,,20.8,72.5,6.8,practice_only,34.7,31.5,33.8,mocked_higher,beast,False,False
JaKobi Lane,WR,USC,109,5th round,7.0 (High-Level Backup/Starter Upside — 3rd Round),Shades of Corey Davis,33.9,44.3,21.8,practice_only,50.3,20.3,29.4,mocked_higher,beast,True,False
Will Lee,CB,Texas A&M,110,5th round,6.9 (Role Player/Part-Time Contributor — Fourth Round),Carrington Valentine,26.9,41.0,32.1,practice_only,82.3,4.7,13.0,mocked_higher,beast,True,False
Deontae Lawson,LB,Alabama,111,6th-7th round,7.1 (Key Contributor — 2nd Round),Shaq Thompson,26.7,53.5,19.9,practice_only,22.1,12.7,65.2,mocked_lower,beast,True,False
Daylen Everette,CB,Georgia,112,3rd-4th round,7.3 (High-Level Backup/Starter Upside — 3rd Round),Deonte Banks,42.0,44.1,13.9,practice_only,70.3,17.9,11.8,mocked_higher,beast,True,False
Cole Payton,QB,North Dakota State,113,4th round,,,72.7,17.0,10.3,real_contract,29.0,40.9,30.1,mocked_near_consensus,beast,False,False
Brian Parker,OT,Duke,114,4th round,7.0 (High-Level Backup/Starter Upside - Round 3),Ryan Bates,17.8,51.2,31.1,practice_only,52.8,24.8,22.4,mocked_higher,beast,True,False
Brenen Thompson,WR,Mississippi State,115,3rd round,6.88 (Role Player/Part-Time Contributor — 4th Round),Shades of Tank Dell,18.7,69.5,11.8,practice_only,38.0,51.2,10.8,mocked_near_consensus,beast,True,False
Justin Joly,TE,NC State,116,3rd-4th round,7.1 (High-Level Backup/Starter Upside - Third round),Isaiah Likely,42.6,48.6,8.8,practice_only,25.8,56.0,18.2,mocked_near_consensus,beast,True,False
Drew Allar,QB,Penn State,117,3rd-4th round,7.09 (High-Level Backup/Starter Upside — 3rd Round),Daniel Jones with Joe Flacco's arm talent,63.1,26.0,10.9,real_contract,55.8,29.5,14.7,mocked_higher,beast,True,False
Michael Trigg,TE,Baylor,118,5th-6th round,7.4 (Third Round-High-Level Backup/Starter Upside),Evan Engram,37.1,38.8,24.2,practice_only,19.9,19.2,60.9,mocked_lower,beast,True,False
Markel Bell,OT,Miami (FL),119,3rd-4th round,7.3 (High-Level Backup/Starter Upside - Round 3),King Dunlap,67.0,12.1,20.9,real_contract,41.0,39.6,19.4,mocked_higher,beast,True,False
Jude Bowry,OT,Boston College,120,4th-5th round,7.0 (High-Level Backup/Starter Upside - 3rd Round),Austin Jackson,19.3,48.7,32.0,practice_only,47.0,18.4,34.6,mocked_higher,beast,True,False
Dontay Corleone,DL,Cincinnati,121,7th round-Free,6.6 (Role Player/Part-Time Contributor — 4th Round),Andrew Billings,24.9,63.0,12.2,practice_only,13.9,7.9,78.2,mocked_lower,beast,True,False
Zxavian Harris,DL,Mississippi,122,Free Agent,6.1 (Developmental Prospect — 5th Round),Eyioma Uwazurike,15.5,46.1,38.3,practice_only,9.5,3.1,87.4,mocked_lower,beast,True,False
DeZhaun Stribling,WR,Mississippi,123,2nd-3rd round,7.4 (High-Level Backup/Starter Upside — Third Round),Shades of Romeo Doubs,38.9,52.6,8.6,practice_only,34.5,54.2,11.2,mocked_near_consensus,beast,True,False
Keyshaun Elliott,LB,Arizona State,124,3rd round,,,8.5,37.1,54.4,out_of_league,92.9,2.4,4.8,mocked_higher,beast,False,False
Kage Casey,OT,Boise State,125,4th-5th round,6.8 (Role Player/Part-Time Contributor - 4th Round),Wyatt Milum,26.4,43.3,30.2,practice_only,88.0,6.1,5.8,mocked_higher,beast,True,False
Kaleb Elarms-Orr,LB,TCU,126,3rd-4th round,,,9.1,50.1,40.8,practice_only,91.0,4.1,5.0,mocked_higher,beast,False,False
Carson Beck,QB,Miami (FL),127,4th-5th round,6.97 (Role Player/Part-Time Contributor — 4th Round),Kenny Pickett,51.1,39.0,9.8,real_contract,48.1,38.9,13.0,mocked_higher,beast,True,False
VJ Payne,S,Kansas State,129,4th-5th round,,,19.5,21.1,59.4,out_of_league,87.2,3.7,9.1,mocked_higher,beast,False,False
Tacario Davis,CB,Washington,130,4th round,,,32.2,23.6,44.2,out_of_league,90.7,2.1,7.2,mocked_higher,beast,False,False
Harold Perkins,LB,LSU,131,5th-6th round,6.6 (Role Player/Part-Time Contributor — 4th Round),Christian Elliss,2.1,14.5,83.4,out_of_league,97.4,0.6,2.0,mocked_higher,beast,True,False
Zane Durant,DL,Penn State,132,5th-6th round,6.9 (Role Player/Part-Time Contributor — 4th Round),Tyler Davis,14.3,69.0,16.6,practice_only,44.4,24.1,31.5,mocked_higher,beast,True,False
DeMonte Capehart,DL,Clemson,133,5th-6th round,,,23.4,53.6,23.0,practice_only,41.1,13.5,45.4,mocked_lower,beast,False,False
Rayshaun Benny,DL,Michigan,134,4th-5th round,6.5 (Developmental Prospect — 5th Round),Maurice Hurst (NFL version),52.0,35.2,12.7,real_contract,14.7,73.6,11.7,mocked_near_consensus,beast,True,False
Anthony Lucas,EDGE,USC,135,5th-6th round,6.4 (Developmental Prospect — 5th Round),Chauncey Golston,57.6,13.5,28.9,real_contract,49.4,12.6,38.0,mocked_higher,beast,True,False
Billy Schrauth,IOL,Notre Dame,136,3rd-4th round,,,61.6,26.2,12.2,real_contract,26.7,53.9,19.4,mocked_near_consensus,beast,False,False
Nick Singleton,RB,Penn State,137,5th round,6.45 (Developmental Prospect — 5th Round),David Johnson,32.6,55.8,11.6,practice_only,36.9,10.4,52.7,mocked_lower,beast,True,False
Trey Zuhn,OT,Texas A&M,138,3rd-4th round,6.5 (Role Player/Part-Time Contributor — 4th Round),Tom Compton,9.5,35.0,55.5,out_of_league,92.3,4.1,3.6,mocked_higher,beast,True,False
Ephesians Prysock,CB,Washington,139,4th-5th round,,,60.4,24.6,14.9,real_contract,93.3,2.2,4.5,mocked_higher,beast,False,False
Hezekiah Masses,CB,California,140,6th round,,,36.4,41.2,22.4,practice_only,39.8,23.5,36.7,mocked_higher,beast,False,False
Eli Raridon,TE,Notre Dame,141,4th round,7.2 (Third round - High-Level Backup/Starter Upside),Kyle Rudolph-lite,21.1,41.7,37.2,practice_only,84.6,9.5,5.9,mocked_higher,beast,True,False
Tim Keenan,DL,Alabama,142,6th-7th round,6.7 (Role Player/Part-Time Contributor — 4th Round),Davon Godchaux,5.5,46.5,47.9,out_of_league,93.9,1.1,5.0,mocked_higher,beast,True,False
Bryce Boettcher,LB,Oregon,143,4th round,6.4 (Developmental Prospect — 5th Round),Cole Holcomb,6.6,68.9,24.5,practice_only,60.5,19.7,19.9,mocked_higher,beast,True,False
Isaiah World,OT,Oregon,144,5th-6th round,6.2 (Developmental Prospect - Round 5),Ja'Wuan James,50.2,30.0,19.8,real_contract,41.1,30.7,28.2,mocked_higher,beast,True,False
Matt Gulbin,IOL,Michigan State,145,5th round,,,12.3,53.3,34.4,practice_only,83.4,6.1,10.6,mocked_higher,beast,False,False
Taylen Green,QB,Arkansas,146,4th-5th round,6.80 (Role Player/Part-Time Contributor — 4th Round),Shades of Terrelle Pryor,85.5,10.2,4.4,real_contract,6.5,60.7,32.8,mocked_near_consensus,beast,True,False
