player_name,position,college,consensus,text_source,sc_prediction,p_cornerstone,p_53_man,p_roster_bubble,p_out_of_league,sc_top_words,sc_words_against,sc_feat_consensus,sc_feat_round,sc_feat_position,sc_feat_beast_rank,sc_feat_text_length,sc_top_measurable,sc_top_measurable_contrib,draft_prediction,p_slide,p_consensus,p_reach,draft_top_words,draft_words_against,draft_feat_consensus,draft_top_measurable,draft_top_measurable_contrib,pred_apy_pct,pred_apy_pct_lo,pred_apy_pct_hi,p_real_contract,expected_apy_pct,apy_top_words,apy_words_against,apy_feat_consensus,apy_feat_round,apy_feat_beast_rank,apy_top_measurable,apy_top_measurable_contrib
Gracen Halton,DL,Oklahoma,74,beast,53_man,22.4,38.3,7.9,31.4,defensive tackle(+0.0067) | tackle(+0.0062) | offensive(+0.0058) | leads(+0.0051) | leads to(+0.0046),he has(-0.0039) | role(-0.0036) | him to(-0.0029),-0.1443,-0.2306,0.2554,-0.049,0.0476,3cone,0.6921,consensus,3.2,95.5,1.3,leads(+0.0082) | leads to(+0.0081) | player(+0.0076) | weight(+0.0070) | high(+0.0067),font(-0.0108) | grade(-0.0080) | late(-0.0077),0.8985,3cone,1.2729,0.853,0.752,0.954,60.7,0.518,just(+0.0002) | until(+0.0002) | high(+0.0002) | made(+0.0002) | center(+0.0002),inconsistent(-0.0002) | because of(-0.0002) | rusher(-0.0002),0.0219,-0.0664,0.0167,3cone,-0.0523
Max Klare,TE,Ohio State,75,beast,53_man,24.8,44.0,18.4,12.7,how to(+0.0039) | who(+0.0038) | to play(+0.0038) | develop(+0.0037) | ohio state(+0.0037),defenders(-0.0050) | tight(-0.0041) | he has(-0.0040),-0.1432,-0.2306,0.492,-0.0921,0.0246,wingspan,0.1981,slide,50.6,44.2,5.2,catches(+0.0085) | and ball(+0.0066) | however(+0.0057) | however he(+0.0057) | is good(+0.0051),because of(-0.0070) | fluid(-0.0066) | because(-0.0066),0.4365,arm,0.1871,0.904,0.802,1.0,68.8,0.622,tight(+0.0002) | blocker(+0.0002) | defenders(+0.0002) | slot(+0.0002) | just(+0.0001),air(-0.0002) | route(-0.0002) | the air(-0.0002),0.0217,-0.0664,0.0314,hand,0.0544
Connor Lew,IOL,Auburn,76,beast,out_of_league,17.4,21.9,9.0,51.7,center(+0.0067) | acl(+0.0049) | jump(+0.0043) | out(+0.0042) | torn(+0.0041),needs to(-0.0049) | needs(-0.0045) | to develop(-0.0041),-0.1879,1.2364,0.333,-0.0464,0.0469,40yd,1.2285,consensus,25.9,65.1,8.9,active(+0.0074) | and he(+0.0067) | you(+0.0063) | snaps(+0.0062) | acl(+0.0051),take(-0.0066) | starting(-0.0066) | drive(-0.0064),0.8845,40yd,0.4105,0.947,0.846,1.0,39.3,0.372,center(+0.0003) | himself(+0.0002) | keep(+0.0002) | in pass(+0.0002) | take(+0.0002),drive(-0.0003) | stays(-0.0002) | active(-0.0002),0.0215,-0.0664,0.0293,hand,0.0693
Ted Hurst,WR,Georgia State,77,beast,roster_bubble,5.5,30.4,48.9,15.2,percent of(+0.0080) | percent(+0.0066) | school history(+0.0042) | in school(+0.0042) | history(+0.0036),seasons in(-0.0043) | fbs(-0.0040) | long arms(-0.0037),-0.046,-0.552,0.4177,-0.0523,0.0048,vert_jump,0.8869,consensus,30.3,65.7,4.0,still(+0.0093) | high(+0.0070) | coverages(+0.0065) | catching(+0.0063) | special teams(+0.0062),struggling(-0.0068) | fbs(-0.0065) | the fbs(-0.0065),0.8776,vert_jump,0.1022,0.78,0.679,0.882,35.9,0.28,high(+0.0002) | combined for(+0.0002) | percent(+0.0002) | despite(+0.0002) | just(+0.0002),routes(-0.0004) | of routes(-0.0002) | route(-0.0002),0.0214,-0.0664,0.0104,hand,-0.028
Romello Height,EDGE,Texas Tech,78,beast,roster_bubble,18.1,21.7,31.1,29.2,the backside(+0.0054) | backside(+0.0046) | productive(+0.0037) | line(+0.0033) | across(+0.0032),shoulder(-0.0035) | the run(-0.0028) | the nfl(-0.0027),-0.0456,-0.552,-0.1762,-0.0312,-0.156,vert_jump,0.698,slide,89.2,8.9,1.9,take(+0.0082) | lacking(+0.0061) | flashes(+0.0059) | font(+0.0053) | below(+0.0051),height(-0.0081) | edge(-0.0074) | offensive tackles(-0.0067),0.4263,broad_jump,1.4698,0.856,0.754,0.957,39.8,0.34,linebacker(+0.0002) | to power(+0.0002) | outside linebacker(+0.0001) | take(+0.0001) | auburn(+0.0001),offensive tackles(-0.0003) | routes(-0.0002) | active(-0.0002),0.0212,-0.0664,0.0062,hand,0.0146
Elijah Sarratt,WR,Indiana,79,beast,53_man,6.8,54.3,16.4,22.5,how(+0.0055) | how to(+0.0055) | knows how(+0.0051) | knows(+0.0041) | outside(+0.0039),percent(-0.0054) | percent of(-0.0041) | touchdown(-0.0037),-0.1387,-0.2306,-0.3076,-0.0367,0.0925,vert_jump,-0.3206,consensus,28.2,67.0,4.8,touchdown(+0.0067) | teams(+0.0055) | this(+0.0051) | made(+0.0051) | that(+0.0049),late(-0.0067) | heavy(-0.0061) | own(-0.0052),0.8636,40yd,0.3058,0.789,0.688,0.891,61.1,0.482,slot(+0.0003) | made(+0.0003) | extra(+0.0002) | percent(+0.0002) | development(+0.0002),routes(-0.0004) | knows how(-0.0003) | knows(-0.0003),0.021,-0.0664,0.0125,hand,-0.0474
Sam Hecht,IOL,Kansas State,80,beast,53_man,14.8,55.4,9.0,20.8,to cover(+0.0045) | how to(+0.0042) | tackle(+0.0040) | redirect(+0.0039) | soft(+0.0037),tight(-0.0043) | will have(-0.0039) | defenders(-0.0034),-0.1376,-0.2306,0.1025,-0.0982,0.0071,broad_jump,0.4881,slide,79.5,17.8,2.7,drive(+0.0074) | straight(+0.0072) | below average(+0.0065) | below(+0.0065) | solid(+0.0063),zero(-0.0076) | walk on(-0.0067) | you(-0.0066),0.4195,broad_jump,1.4287,0.9,0.799,1.0,70.2,0.632,center(+0.0005) | tight(+0.0002) | allowed(+0.0002) | zero(+0.0002) | until(+0.0002),drive(-0.0003) | stay on(-0.0002) | how to(-0.0002),0.0208,-0.0664,0.0335,wingspan,-0.02
Skyler Bell,WR,UConn,81,beast,53_man,25.3,29.9,18.9,25.9,zone(+0.0038) | develop(+0.0031) | best(+0.0030) | hands(+0.0027) | quickly(+0.0026),receiving(-0.0055) | percent(-0.0045) | defender(-0.0044),-0.1365,-0.2306,-0.3076,0.0063,0.0713,broad_jump,0.4887,slide,88.0,10.4,1.6,open(+0.0069) | press(+0.0068) | tough(+0.0062) | catches(+0.0058) | receiving(+0.0056),best(-0.0091) | touchdown(-0.0077) | bell(-0.0068),0.4161,broad_jump,1.4303,0.822,0.721,0.924,55.2,0.454,slot(+0.0003) | defenders(+0.0002) | past(+0.0001) | didn(+0.0001) | percent(+0.0001),routes(-0.0003) | the catch(-0.0002) | after(-0.0002),0.0207,-0.0664,-0.0022,hand,-0.0474
Joshua Josephs,EDGE,Tennessee,82,beast,cornerstone,34.7,17.7,26.7,20.9,tight ends(+0.0081) | ends(+0.0073) | tight(+0.0072) | to be(+0.0045) | blocks(+0.0043),edge(-0.0050) | the edge(-0.0041) | his pass(-0.0038),0.3586,-0.4538,0.0032,-0.0405,-0.0909,wingspan,0.7006,consensus,47.0,49.3,3.7,player(+0.0071) | weight(+0.0066) | offensive tackles(+0.0063) | off the(+0.0054) | to the(+0.0051),font(-0.0102) | grade(-0.0075) | strength to(-0.0048),0.8427,vert_jump,0.0803,0.843,0.742,0.945,52.4,0.442,six(+0.0003) | tight(+0.0002) | tight ends(+0.0002) | ends(+0.0002) | to power(+0.0002),offensive tackles(-0.0003) | how to(-0.0003) | how(-0.0002),0.0205,-0.0664,-0.0043,wingspan,0.0272
Garrett Nussmeier,QB,LSU,83,beast,roster_bubble,9.9,30.0,42.6,17.5,line(+0.0047) | pocket(+0.0045) | the pocket(+0.0041) | games(+0.0040) | career(+0.0038),undersized(-0.0037) | it(-0.0030) | nfl(-0.0028),-0.0438,-0.552,0.5523,-0.1574,-0.1801,arm,-0.3137,slide,61.6,35.2,3.2,passer(+0.0073) | open(+0.0071) | target(+0.0069) | struggles(+0.0063) | poor(+0.0062),tigers(-0.0068) | the tigers(-0.0068) | football(-0.0062),0.4092,arm,0.2889,0.893,0.792,0.995,39.9,0.357,based(+0.0003) | passer(+0.0002) | extra(+0.0002) | 23(+0.0002) | those(+0.0002),ball in(-0.0002) | ball(-0.0002) | movements(-0.0002),0.0203,-0.0664,0.0314,hand,0.0335
Kamari Ramsey,S,USC,84,beast,53_man,18.9,44.7,12.5,23.9,zone(+0.0044) | burst(+0.0036) | with his(+0.0035) | regularly(+0.0035) | in zone(+0.0033),while(-0.0053) | defender(-0.0046) | him to(-0.0037),-0.1331,-0.2306,0.0791,-0.049,0.0423,broad_jump,0.5739,slide,92.7,4.3,3.0,drive(+0.0068) | take(+0.0057) | steps(+0.0056) | man(+0.0056) | are(+0.0049),nickel(-0.0108) | final(-0.0093) | his final(-0.0092),0.4058,broad_jump,1.6798,0.846,0.745,0.948,63.6,0.538,while(+0.0002) | the play(+0.0002) | downhill(+0.0002) | james(+0.0002) | not have(+0.0002),drive(-0.0003) | usc(-0.0002) | because of(-0.0002),0.0202,-0.0664,0.0167,broad_jump,0.0131
Jaishawn Barham,LB,Michigan,85,beast,53_man,21.0,44.1,13.4,21.4,could(+0.0050) | to play(+0.0047) | edge(+0.0045) | former(+0.0041) | hands(+0.0040),role(-0.0046) | big(-0.0036) | games(-0.0033),-0.132,-0.2306,-0.251,-0.0121,-0.0226,broad_jump,0.662,slide,95.6,3.4,1.0,struggles(+0.0089) | finds(+0.0059) | narrow(+0.0052) | and turn(+0.0051) | the next(+0.0046),backfield(-0.0113) | his first(-0.0095) | edge(-0.0087),0.4024,broad_jump,1.9377,0.83,0.728,0.931,65.1,0.541,michigan(+0.0003) | linebacker(+0.0002) | four(+0.0002) | just(+0.0002) | based(+0.0002),stay on(-0.0002) | field but(-0.0002) | ball(-0.0001),0.02,-0.0664,0.0041,hand,-0.0559
Darrell Jackson,DL,Florida State,86,beast,53_man,14.5,40.6,6.0,38.9,long arms(+0.0058) | develop(+0.0053) | arms(+0.0053) | offensive(+0.0050) | offensive linemen(+0.0040),florida(-0.0056) | of attack(-0.0044) | room(-0.0043),-0.1309,-0.2306,0.2554,-0.0552,0.0676,wingspan,-0.8714,slide,62.6,33.6,3.7,jackson(+0.0176) | arm(+0.0066) | overall jackson(+0.0062) | attempting(+0.0059) | flashes(+0.0059),still(-0.0068) | florida(-0.0061) | room(-0.0058),0.399,wingspan,0.4982,0.847,0.745,0.948,55.1,0.467,school(+0.0002) | pounds(+0.0002) | high(+0.0002) | made(+0.0002) | high school(+0.0002),carrier(-0.0002) | rusher(-0.0002) | production(-0.0001),0.0198,-0.0664,0.0188,hand,-0.0855
Oscar Delp,TE,Georgia,87,beast,53_man,9.4,54.2,23.9,12.6,arms(+0.0044) | how to(+0.0039) | part of(+0.0038) | who(+0.0038) | right(+0.0038),defenders(-0.0050) | tight(-0.0040) | he has(-0.0040),-0.1298,-0.2306,0.492,-0.0859,0.0422,broad_jump,0.4507,slide,69.4,26.5,4.1,sized athlete(+0.0078) | windows(+0.0061) | transition(+0.0061) | however(+0.0059) | good sized(+0.0057),inline(-0.0075) | his game(-0.0070) | pursuit(-0.0067),0.3956,broad_jump,1.3191,0.903,0.802,1.0,63.6,0.574,tight(+0.0002) | defenders(+0.0002) | blocker(+0.0002) | based(+0.0001) | limits(+0.0001),the catch(-0.0003) | after(-0.0003) | catch(-0.0002),0.0197,-0.0664,0.0293,hand,0.0226
Zakee Wheatley,S,Penn State,88,beast,53_man,6.9,59.9,7.0,26.3,feel(+0.0060) | zone(+0.0057) | around(+0.0056) | ball production(+0.0047) | penn(+0.0045),more consistent(-0.0044) | take(-0.0042) | defender(-0.0038),-0.1286,-0.2306,0.0791,-0.0736,0.0207,broad_jump,0.5955,slide,86.1,11.0,2.8,take(+0.0099) | drive(+0.0070) | and ball(+0.0066) | take on(+0.0063) | tall(+0.0059),closing(-0.0098) | ankle(-0.0081) | safety(-0.0079),0.3922,broad_jump,1.7429,0.807,0.706,0.908,66.7,0.539,downhill(+0.0002) | high(+0.0002) | take(+0.0002) | didn(+0.0002) | tight ends(+0.0001),drive(-0.0003) | ball production(-0.0003) | ball carrier(-0.0002),0.0195,-0.0664,0.0251,hand,-0.0177
Bud Clark,S,TCU,89,beast,53_man,32.3,40.9,7.8,19.0,air(+0.0052) | tackle(+0.0036) | which(+0.0033) | who(+0.0030) | which leads(+0.0029),where(-0.0044) | where he(-0.0044) | take(-0.0040),-0.1275,-0.2306,0.0791,-0.0675,0.0378,broad_jump,0.5596,slide,92.4,4.6,3.0,take(+0.0095) | air(+0.0067) | always(+0.0065) | the next(+0.0062) | take on(+0.0061),where(-0.0133) | where he(-0.0120) | nickel(-0.0106),0.3888,broad_jump,1.6378,0.829,0.728,0.931,73.3,0.608,four(+0.0003) | allowed(+0.0002) | clark(+0.0002) | looks(+0.0002) | high(+0.0002),air(-0.0004) | routes(-0.0004) | cornerback(-0.0003),0.0193,-0.0664,0.023,hand,0.0217
Bryce Lance,WR,North Dakota State,90,beast,53_man,5.4,44.7,30.7,19.2,tackle(+0.0044) | hands(+0.0037) | who(+0.0036) | with his(+0.0034) | offensive(+0.0029),eight(-0.0045) | catches(-0.0044) | punt(-0.0039),-0.1264,-0.2306,-0.3076,-0.0121,-0.0242,wingspan,-0.3912,consensus,37.0,56.6,6.4,he was(+0.0086) | coverages(+0.0071) | to the(+0.0071) | was(+0.0068) | natural hands(+0.0056),starting(-0.0079) | sized athlete(-0.0079) | vs(-0.0071),0.787,3cone,0.1278,0.832,0.73,0.933,50.1,0.417,six(+0.0002) | north(+0.0002) | the past(+0.0002) | punt(+0.0002) | to be(+0.0002),contested(-0.0002) | ball(-0.0002) | routes(-0.0002),0.0192,-0.0664,0.0041,wingspan,0.0188
Keyron Crawford,EDGE,Auburn,91,beast,53_man,13.2,54.2,15.1,17.4,snaps(+0.0046) | crawford(+0.0036) | his pass(+0.0035) | need(+0.0028) | right(+0.0027),percent(-0.0065) | percent of(-0.0060) | defender(-0.0056),-0.1253,-0.2306,0.1304,-0.0367,-0.0238,arm,-0.1595,consensus,35.0,59.1,5.8,you(+0.0127) | snaps(+0.0074) | player(+0.0070) | tigers(+0.0064) | the tigers(+0.0063),late to(-0.0103) | late(-0.0099) | role(-0.0074),0.78,arm,-0.0799,0.871,0.77,0.973,67.4,0.587,six(+0.0002) | auburn(+0.0002) | percent(+0.0002) | just(+0.0002) | past(+0.0002),rusher(-0.0002) | ball(-0.0001) | one year(-0.0001),0.019,-0.0664,0.0125,hand,0.0519
Julian Neal,CB,Arkansas,92,beast,53_man,2.8,44.4,17.8,35.1,zone(+0.0050) | timing(+0.0045) | with his(+0.0039) | length(+0.0032) | cover(+0.0031),his ability(-0.0036) | he has(-0.0036) | different(-0.0029),-0.1242,-0.2306,-0.1473,-0.0183,0.0596,wingspan,-0.5233,slide,67.3,28.7,4.1,struggles to(+0.0113) | struggles(+0.0108) | however(+0.0085) | lacking(+0.0064) | attempting(+0.0062),carry(-0.0060) | zone(-0.0058) | you(-0.0054),0.3785,broad_jump,1.3262,0.769,0.668,0.87,47.1,0.362,just(+0.0003) | perimeter(+0.0002) | six(+0.0002) | skills to(+0.0002) | downhill(+0.0001),routes(-0.0003) | timing(-0.0002) | cornerback(-0.0002),0.0188,-0.0664,0.0062,hand,-0.0312
Malik Muhammad,CB,Texas,93,beast,53_man,10.7,48.4,22.6,18.3,zone(+0.0060) | which(+0.0045) | quickly(+0.0042) | feel(+0.0038) | cornerback(+0.0031),run defender(-0.0048) | defender(-0.0040) | gave up(-0.0034),-0.1231,-0.2306,-0.1473,-0.0429,0.013,broad_jump,0.459,slide,89.5,7.7,2.8,struggles to(+0.0081) | struggles(+0.0077) | receivers(+0.0065) | below average(+0.0064) | below(+0.0064),where he(-0.0077) | zone(-0.0070) | where(-0.0069),0.3751,broad_jump,1.3435,0.759,0.658,0.86,59.2,0.449,allowed(+0.0002) | just(+0.0002) | in man(+0.0002) | coverage(+0.0001) | perimeter(+0.0001),routes(-0.0003) | cornerback(-0.0003) | stay on(-0.0002),0.0186,-0.0664,0.0146,hand,-0.0622
Deion Burks,WR,Oklahoma,94,beast,53_man,10.8,42.3,10.2,36.7,air(+0.0045) | zone(+0.0037) | soft(+0.0036) | ball in(+0.0035) | balance(+0.0035),he has(-0.0041) | games(-0.0037) | defenders(-0.0033),-0.1219,-0.2306,-0.3076,0.0002,0.0821,wingspan,0.4202,consensus,3.3,92.8,4.0,football(+0.0056) | alabama(+0.0053) | outstanding(+0.0053) | you(+0.0051) | coverages(+0.0049),tracking(-0.0069) | ability(-0.0057) | 2024(-0.0055),0.7591,40yd,0.9295,0.824,0.723,0.926,53.1,0.437,just(+0.0002) | oklahoma(+0.0001) | slot(+0.0001) | defenses(+0.0001) | defenders(+0.0001),air(-0.0003) | the air(-0.0003) | routes(-0.0002),0.0185,-0.0664,-0.0001,wingspan,-0.0202
Genesis Smith,S,Arizona,95,beast,53_man,9.5,57.6,9.4,23.5,cover(+0.0041) | to cover(+0.0041) | feel(+0.0034) | both(+0.0031) | air(+0.0031),take(-0.0050) | using his(-0.0040) | tight(-0.0039),-0.1208,-0.2306,0.0791,-0.0552,0.0369,wingspan,-0.5283,consensus,21.5,73.8,4.8,to the(+0.0064) | talent(+0.0063) | quarterback(+0.0057) | ground(+0.0053) | similar(+0.0051),take(-0.0077) | drive(-0.0061) | ability(-0.0053),0.7521,3cone,0.3805,0.818,0.716,0.919,67.2,0.549,tight(+0.0002) | take(+0.0002) | center(+0.0002) | himself(+0.0002) | downhill(+0.0001),drive(-0.0003) | routes(-0.0003) | air(-0.0002),0.0183,-0.0664,0.0188,hand,0.0315
Jalon Kilgore,S,South Carolina,96,beast,out_of_league,22.6,16.3,28.2,33.0,should(+0.0068) | size(+0.0058) | passes defended(+0.0052) | defended(+0.0051) | his size(+0.0051),slot(-0.0058) | the slot(-0.0051) | who(-0.0049),-0.1583,1.6566,0.4057,-0.0331,0.0874,broad_jump,-0.4044,slide,89.8,8.4,1.8,take on(+0.0062) | windows(+0.0059) | take(+0.0057) | route runners(+0.0056) | runners(+0.0054),nickel(-0.0109) | return(-0.0103) | clemson(-0.0084),0.3649,broad_jump,1.6588,0.784,0.683,0.885,38.9,0.305,made(+0.0002) | slot(+0.0002) | just(+0.0001) | freshman(+0.0001) | the slot(+0.0001),routes(-0.0003) | defended(-0.0002) | passes defended(-0.0002),0.0181,-0.0758,0.0209,wingspan,0.0255
Jalen Farmer,IOL,Kentucky,97,beast,roster_bubble,9.1,26.7,38.5,25.7,games(+0.0070) | percent of(+0.0045) | better(+0.0041) | 24(+0.0038) | percent(+0.0037),long arms(-0.0059) | run game(-0.0042) | the run(-0.0035),-0.0387,-0.2104,-0.1881,-0.1258,-0.0128,vert_jump,0.5189,slide,90.1,6.7,3.2,heavy(+0.0087) | flashes(+0.0073) | take(+0.0061) | leg(+0.0053) | using(+0.0049),right guard(-0.0092) | you(-0.0064) | 24(-0.0063),0.3615,broad_jump,1.4487,0.929,0.827,1.0,35.8,0.333,be caught(+0.0003) | the past(+0.0002) | games(+0.0002) | guard(+0.0002) | in pass(+0.0002),24(-0.0002) | after(-0.0002) | started(-0.0002),0.018,-0.0758,0.0251,hand,0.0513
Devin Moore,CB,Florida,98,beast,53_man,14.6,31.4,26.3,27.7,zone(+0.0050) | history(+0.0047) | issues(+0.0037) | developmental(+0.0035) | stronger(+0.0030),florida(-0.0073) | games(-0.0070) | games as(-0.0044),-0.1175,-0.3969,-0.1473,-0.0121,-0.008,height,0.1792,slide,48.8,42.7,8.5,to match(+0.0091) | december(+0.0065) | match(+0.0065) | route runners(+0.0063) | good sized(+0.0062),because of(-0.0111) | because(-0.0104) | years(-0.0090),0.358,height,0.2403,0.78,0.679,0.882,46.0,0.359,school(+0.0002) | games(+0.0002) | high(+0.0002) | high school(+0.0002) | six(+0.0002),moore(-0.0004) | because of(-0.0003) | of routes(-0.0002),0.0178,-0.0758,0.0041,hand,0.0411
Dametrious Crownover,OT,Texas A&M,99,beast,53_man,5.6,43.9,27.5,23.0,tackle(+0.0111) | redirect(+0.0070) | to redirect(+0.0059) | tackle in(+0.0055) | zone(+0.0051),defenders(-0.0056) | games(-0.0050) | tight(-0.0046),-0.1163,-0.3969,0.1025,-0.0244,-0.0008,wingspan,-0.5013,consensus,43.7,51.5,4.8,go(+0.0061) | tight end(+0.0058) | behind(+0.0055) | zone(+0.0050) | pro(+0.0050),at right(-0.0063) | up at(-0.0055) | late(-0.0053),0.7243,3cone,0.1132,0.902,0.801,1.0,49.6,0.447,tight(+0.0002) | defenders(+0.0002) | made(+0.0002) | in pass(+0.0002) | right tackle(+0.0002),upright(-0.0003) | marginal(-0.0002) | road(-0.0002),0.0176,-0.0758,0.0083,wingspan,0.0242
Logan Jones,IOL,Iowa,100,beast,53_man,3.8,65.4,19.0,11.8,right(+0.0043) | zone(+0.0041) | offensive(+0.0039) | defensive tackle(+0.0037) | around(+0.0036),room(-0.0046) | defenders(-0.0046) | games(-0.0041),-0.1152,-0.3969,0.1025,-0.0921,0.0507,wingspan,5.053,slide,90.2,7.0,2.7,below average(+0.0092) | below(+0.0092) | drive(+0.0088) | struggles(+0.0065) | attempting(+0.0063),blocks and(-0.0067) | 2021(-0.0065) | jones(-0.0065),0.3512,arm,4.2013,0.837,0.736,0.938,69.2,0.579,center(+0.0004) | allowed(+0.0002) | defenders(+0.0002) | made(+0.0002) | iowa(+0.0002),drive(-0.0004) | versus(-0.0002) | transition(-0.0002),0.0175,-0.0758,0.0314,wingspan,-0.2435
Chandler Rivers,CB,Duke,101,beast,out_of_league,14.3,31.8,19.9,33.9,size(+0.0070) | jump(+0.0067) | throws(+0.0054) | stay(+0.0046) | will(+0.0043),school history(-0.0049) | career(-0.0048) | in school(-0.0047),-0.1509,1.6566,-0.234,-0.0198,0.0965,40yd,1.4888,slide,76.9,17.3,5.8,lacking(+0.0071) | receivers(+0.0068) | press(+0.0063) | instincts(+0.0051) | lack(+0.0048),where(-0.0107) | you(-0.0101) | of size(-0.0074),0.3478,broad_jump,1.3435,0.841,0.74,0.943,46.2,0.389,tight ends(+0.0001) | limits(+0.0001) | 45(+0.0001) | ends(+0.0001) | to be(+0.0001),cornerback(-0.0004) | throws(-0.0002) | lack(-0.0002),0.0173,-0.0758,0.0125,hand,-0.0312
Jonah Coleman,RB,Washington,102,beast,out_of_league,4.7,30.3,19.8,45.2,knee(+0.0048) | coaches(+0.0038) | jump(+0.0035) | out(+0.0034) | his coaches(+0.0034),the backfield(-0.0048) | the ball(-0.0043) | ball(-0.0039),-0.1494,1.6566,-0.025,-0.0397,0.1861,40yd,1.8773,consensus,34.8,58.6,6.5,best(+0.0067) | weight(+0.0061) | explosive(+0.0058) | his best(+0.0052) | you(+0.0051),font(-0.0095) | grade(-0.0070) | take on(-0.0055),0.7033,40yd,0.6272,0.836,0.735,0.938,35.0,0.293,value(+0.0002) | tight(+0.0002) | defenders(+0.0002) | center(+0.0002) | pro(+0.0002),routes(-0.0002) | lack(-0.0002) | ball carrier(-0.0002),0.0171,-0.0758,0.0251,wingspan,-0.021
Jake Slaughter,IOL,Florida,103,beast,out_of_league,16.5,13.0,18.2,52.4,center(+0.0089) | florida(+0.0051) | keeps(+0.0039) | he should(+0.0037) | lanes(+0.0037),offensive(-0.0047) | power and(-0.0040) | career(-0.0039),-0.148,1.6566,0.333,-0.0563,0.0253,40yd,0.7545,consensus,23.3,67.9,8.8,room(+0.0057) | team captain(+0.0056) | behind(+0.0055) | back(+0.0051) | was(+0.0048),guard(-0.0093) | space(-0.0061) | lanes(-0.0061),0.6964,40yd,0.2521,0.913,0.812,1.0,29.4,0.269,center(+0.0004) | keep(+0.0002) | to finish(+0.0002) | guard(+0.0002) | in pass(+0.0002),movements(-0.0003) | keeps(-0.0002) | enough(-0.0002),0.0169,-0.0758,0.0356,wingspan,-0.0067
Kaleb Proctor,DL,Southeastern Louisiana,104,beast,53_man,8.1,42.4,25.8,23.7,history(+0.0051) | school history(+0.0049) | in school(+0.0045) | defensive(+0.0036) | motor(+0.0034),himself(-0.0038) | with an(-0.0032) | line(-0.0032),-0.1107,-0.3969,0.2554,-0.0244,-0.0186,3cone,0.7139,consensus,41.9,52.2,5.9,player(+0.0097) | history(+0.0077) | high(+0.0076) | school(+0.0074) | to the(+0.0070),linebacker(-0.0095) | competition(-0.0060) | finds(-0.0050),0.6894,broad_jump,-1.3795,0.863,0.762,0.964,50.6,0.436,school(+0.0003) | linebacker(+0.0003) | high(+0.0002) | himself(+0.0002) | just(+0.0002),versus(-0.0002) | combine(-0.0002) | tape(-0.0002),0.0168,-0.0758,0.0083,3cone,-0.0539
LT Overton,EDGE,Alabama,105,beast,53_man,8.4,50.9,26.9,13.8,long arms(+0.0063) | offensive tackles(+0.0051) | offensive(+0.0048) | arms(+0.0041) | arms to(+0.0040),of attack(-0.0048) | point of(-0.0044) | games(-0.0041),-0.1096,-0.3969,0.1304,-0.006,0.0542,broad_jump,0.5917,slide,66.9,29.1,4.0,font(+0.0059) | below average(+0.0057) | below(+0.0056) | too(+0.0056) | solid(+0.0044),type(-0.0095) | alabama(-0.0085) | tackles and(-0.0074),0.3342,broad_jump,1.7319,0.77,0.668,0.871,59.3,0.456,extension(+0.0002) | working(+0.0002) | made(+0.0002) | to be(+0.0002) | plan(+0.0002),offensive tackles(-0.0002) | for his(-0.0002) | after(-0.0002),0.0166,-0.0758,0.002,hand,-0.0692
Sam Roush,TE,Stanford,106,beast,out_of_league,20.3,28.8,16.9,34.0,combine(+0.0063) | to create(+0.0060) | create(+0.0055) | out(+0.0039) | will(+0.0039),blocking(-0.0082) | tight end(-0.0060) | defensive(-0.0045),-0.1435,1.6566,-0.9336,-0.0397,0.0985,40yd,1.3472,consensus,14.1,82.2,3.7,player(+0.0069) | tight end(+0.0065) | his routes(+0.0056) | dirty(+0.0056) | zone(+0.0056),some(-0.0069) | flashes(-0.0054) | strength to(-0.0053),0.6755,3cone,0.6332,0.799,0.698,0.9,49.1,0.392,tight(+0.0003) | just(+0.0002) | red zone(+0.0002) | until(+0.0002) | made(+0.0002),routes(-0.0004) | air(-0.0002) | after(-0.0002),0.0164,-0.0758,0.0251,3cone,-0.026
Emmett Johnson,RB,Nebraska,107,beast,out_of_league,17.1,33.4,10.6,38.9,jump(+0.0057) | will(+0.0047) | defender(+0.0038) | center(+0.0031) | cuts(+0.0030),slot(-0.0048) | history(-0.0039) | zone(-0.0039),-0.142,1.6566,-0.025,-0.0464,0.1927,40yd,1.1995,consensus,24.7,70.3,4.9,johnson(+0.0204) | weight(+0.0060) | rushing(+0.0055) | zone(+0.0052) | back(+0.0051),font(-0.0093) | grade(-0.0068) | take(-0.0052),0.6685,40yd,0.4008,0.839,0.738,0.941,50.5,0.424,johnson(+0.0002) | defenders(+0.0002) | center(+0.0001) | pro(+0.0001) | johnson is(+0.0001),air(-0.0002) | the air(-0.0002) | marginal(-0.0002),0.0163,-0.0758,0.0293,hand,-0.0415
