player_name,position,college,consensus,text_source,sc_prediction,p_cornerstone,p_53_man,p_roster_bubble,p_out_of_league,sc_top_words,sc_words_against,sc_feat_consensus,sc_feat_round,sc_feat_position,sc_feat_beast_rank,sc_feat_text_length,sc_top_measurable,sc_top_measurable_contrib,draft_prediction,p_slide,p_consensus,p_reach,draft_top_words,draft_words_against,draft_feat_consensus,draft_top_measurable,draft_top_measurable_contrib,pred_apy_pct,pred_apy_pct_lo,pred_apy_pct_hi,p_real_contract,expected_apy_pct,apy_top_words,apy_words_against,apy_feat_consensus,apy_feat_round,apy_feat_beast_rank,apy_top_measurable,apy_top_measurable_contrib
Terion Stewart,RB,Virginia Tech,344,beast,roster_bubble,0.9,6.2,67.3,25.6,receiving(+0.0044) | top of(+0.0044) | missed(+0.0041) | he has(+0.0041) | inconsistent(+0.0035),lack(-0.0056) | him to(-0.0051) | that(-0.0050),0.0515,0.5152,0.0733,0.0,0.3251,height,-0.0,reach,11.3,6.3,82.4,and anticipation(+0.0121) | the top(+0.0074) | his vision(+0.0070) | vision and(+0.0070) | times but(+0.0069),receiving(-0.0101) | arm(-0.0096) | fumbles(-0.0095),1.4644,height,-0.0,0.779,0.678,0.881,7.1,0.055,stewart(+0.0004) | limits(+0.0003) | him to(+0.0002) | as runner(+0.0002) | have(+0.0002),catching(-0.0003) | must(-0.0003) | lack(-0.0002),-0.0239,-0.1339,-0.0,height,-0.0
Jalen Stroman,S,Notre Dame,345,beast,roster_bubble,0.6,7.2,69.0,23.2,games(+0.0077) | history(+0.0052) | final(+0.0052) | missed the(+0.0036) | career(+0.0035),shoulder(-0.0056) | tech(-0.0043) | three star(-0.0035),0.0519,0.5152,-0.5838,0.0949,0.2226,height,-0.0,reach,14.0,9.8,76.2,final(+0.0171) | his final(+0.0150) | the year(+0.0102) | right(+0.0092) | safety(+0.0086),dame(-0.0107) | notre(-0.0107) | notre dame(-0.0107),1.4748,height,-0.0,0.723,0.621,0.824,7.7,0.056,made(+0.0003) | virginia tech(+0.0002) | games(+0.0002) | star recruit(+0.0002) | star(+0.0002),cornerback(-0.0004) | after(-0.0003) | ball production(-0.0002),-0.0241,-0.1339,-0.0189,height,-0.0
Aidan Hubbard,EDGE,Northwestern,351,beast,out_of_league,1.0,9.8,28.3,60.9,knee(+0.0093) | blockers(+0.0069) | keeps(+0.0048) | run defender(+0.0043) | edge(+0.0042),school history(-0.0069) | in school(-0.0066) | history(-0.0065),0.2192,1.6556,0.0426,0.0399,-0.093,40yd,1.2703,reach,5.7,7.7,86.6,role(+0.0077) | physical hands(+0.0065) | late(+0.0062) | edge(+0.0061) | keeps his(+0.0061),isn(-0.0101) | consistent(-0.0082) | savvy(-0.0057),1.5371,arm,-0.2252,0.749,0.648,0.85,10.8,0.081,his rush(+0.0003) | made(+0.0002) | sacks(+0.0002) | steady(+0.0002) | to be(+0.0002),keeps(-0.0003) | keeps his(-0.0002) | isn(-0.0002),-0.0251,-0.1339,-0.0252,hand,0.0426
Miles Scott,S,Illinois,352,beast,53_man,0.5,43.4,24.2,31.9,could(+0.0057) | wide(+0.0056) | he could(+0.0047) | wide receiver(+0.0045) | with his(+0.0041),games(-0.0038) | tight ends(-0.0036) | tight(-0.0034),0.1669,-0.528,0.0791,0.0494,-0.0779,height,0.0,reach,4.0,2.7,93.3,his final(+0.0078) | safety(+0.0076) | three star(+0.0075) | green(+0.0073) | star(+0.0072),defensive back(-0.0077) | up with(-0.0064) | south(-0.0061),1.5474,height,-0.0,0.758,0.656,0.859,43.9,0.333,school(+0.0003) | made(+0.0003) | tight ends(+0.0002) | star recruit(+0.0002) | star(+0.0002),wide receiver(-0.0003) | and ball(-0.0003) | stay on(-0.0003),-0.0253,-0.1339,-0.0168,height,-0.0
Mark Gronowski,QB,Iowa,353,beast,roster_bubble,1.4,11.9,65.9,20.8,games(+0.0069) | career(+0.0049) | the pocket(+0.0038) | pocket(+0.0036) | passer(+0.0032),able to(-0.0040) | able(-0.0039) | it(-0.0033),0.0548,0.5152,0.5523,-0.0102,-0.0807,height,-0.0,reach,24.9,12.4,62.7,iowa(+0.0130) | role(+0.0057) | at iowa(+0.0052) | fcs(+0.0047) | same(+0.0044),arm(-0.0110) | it(-0.0072) | passer(-0.0071),1.5578,height,-0.0,0.799,0.697,0.9,13.3,0.106,iowa(+0.0003) | record(+0.0002) | games(+0.0002) | passer(+0.0002) | made(+0.0002),passing(-0.0002) | inconsistent(-0.0002) | ball(-0.0002),-0.0254,-0.1339,0.002,height,-0.0
Trebor Pena,WR,Penn State,356,beast,roster_bubble,0.2,7.0,70.7,22.2,39(+0.0038) | 54(+0.0032) | 74(+0.0030) | 55(+0.0029) | 43(+0.0029),brown(-0.0042) | williams(-0.0036) | size(-0.0022),0.0559,0.5152,0.4177,0.3892,-0.7414,height,-0.0,reach,9.0,6.9,84.0,68(+0.0057) | harris(+0.0055) | 76(+0.0055) | iowa(+0.0051) | florida(+0.0051),jackson(-0.0118) | 40(-0.0085) | 50(-0.0070),1.589,height,-0.0,0.658,0.556,0.759,7.1,0.047,10(+0.0002) | 45(+0.0002) | north(+0.0002) | carolina(+0.0002) | 23(+0.0002),28(-0.0002) | washington(-0.0002) | 15(-0.0001),-0.026,-0.1339,-0.0777,height,-0.0
Wesley Bissainthe,LB,Miami (FL),358,beast,roster_bubble,0.9,20.3,41.6,37.2,he can(+0.0061) | improved(+0.0059) | line(+0.0032) | targets(+0.0032) | the mike(+0.0031),special(-0.0038) | when(-0.0035) | when he(-0.0031),0.0566,0.5152,-0.2168,0.1264,0.097,vert_jump,0.971,reach,15.8,6.4,77.9,where he(+0.0110) | where(+0.0102) | into contact(+0.0085) | as senior(+0.0060) | found(+0.0060),consistent(-0.0089) | arm(-0.0067) | lacks(-0.0062),1.6097,vert_jump,-0.0838,0.707,0.606,0.808,21.2,0.15,just(+0.0003) | improved(+0.0002) | adequate(+0.0002) | punt(+0.0002) | worked(+0.0002),production(-0.0002) | how to(-0.0002) | drive(-0.0002),-0.0263,-0.1339,-0.0252,hand,-0.0179
Tristan Leigh,OT,Clemson,363,beast,roster_bubble,0.5,9.5,64.0,25.9,he can(+0.0037) | line(+0.0033) | offensive line(+0.0032) | career(+0.0031) | at left(+0.0027),long arms(-0.0047) | run game(-0.0041) | angles(-0.0039),0.0584,0.5152,-0.1881,0.0739,0.169,height,-0.0,reach,6.9,4.4,88.7,recruit(+0.0093) | tends(+0.0090) | tends to(+0.0090) | star(+0.0076) | star recruit(+0.0071),left tackle(-0.0179) | at left(-0.0076) | father(-0.0074),1.6616,height,-0.0,0.756,0.655,0.857,10.0,0.076,allowed(+0.0003) | recruit(+0.0003) | until(+0.0003) | center(+0.0003) | star recruit(+0.0002),angles and(-0.0002) | speak(-0.0002) | who has(-0.0002),-0.0271,-0.1339,-0.0147,height,-0.0
Skyler Thomas,S,Oregon State,364,beast,53_man,1.1,37.4,29.5,32.0,cornerback(+0.0062) | long arms(+0.0052) | his teammates(+0.0052) | teammates(+0.0051) | thomas(+0.0046),past two(-0.0041) | the past(-0.0040) | where he(-0.0035),0.1803,-0.528,0.0791,0.0125,-0.0333,height,0.0,reach,11.5,2.3,86.1,safety(+0.0112) | senior(+0.0086) | cornerback(+0.0082) | nickel(+0.0069) | his ability(+0.0067),route runners(-0.0075) | runners(-0.0073) | up with(-0.0056),1.672,height,-0.0,0.642,0.54,0.743,38.5,0.247,working(+0.0002) | rather(+0.0002) | rather than(+0.0002) | the past(+0.0002) | him(+0.0002),cornerback(-0.0005) | athlete with(-0.0002) | inconsistent(-0.0002),-0.0273,-0.1339,-0.0043,height,-0.0
Will Pauling,WR,Notre Dame,367,beast,roster_bubble,0.6,14.5,74.1,10.8,second(+0.0051) | he can(+0.0038) | where(+0.0037) | he signed(+0.0036) | coach(+0.0035),brown(-0.0051) | junior(-0.0043) | special(-0.0041),0.0599,0.5152,0.4177,0.3261,0.1547,height,-0.0,reach,12.2,8.7,79.1,where(+0.0131) | where he(+0.0113) | senior(+0.0101) | his final(+0.0079) | three star(+0.0076),dame(-0.0095) | notre(-0.0095) | notre dame(-0.0095),1.7032,height,-0.0,0.762,0.66,0.863,15.1,0.115,school(+0.0003) | slot(+0.0002) | where(+0.0002) | star recruit(+0.0002) | star(+0.0002),receiver(-0.0002) | for his(-0.0002) | after(-0.0001),-0.0278,-0.1339,-0.0651,height,-0.0
Delby Lemieux,IOL,Dartmouth,368,beast,roster_bubble,1.0,23.7,43.2,32.1,team captain(+0.0038) | team(+0.0038) | power and(+0.0033) | captain(+0.0032) | at the(+0.0032),tackle(-0.0046) | kick(-0.0032) | need(-0.0030),0.0603,0.5152,-0.1881,-0.0418,0.0654,height,-0.0,reach,4.9,3.2,91.8,senior(+0.0106) | as senior(+0.0089) | kick(+0.0062) | star(+0.0062) | star recruit(+0.0058),left tackle(-0.0147) | 40(-0.0061) | quickness(-0.0057),1.7135,height,-0.0,0.781,0.679,0.882,24.6,0.192,school(+0.0003) | until(+0.0002) | made(+0.0002) | high school(+0.0002) | center(+0.0002),collegiate(-0.0002) | drive(-0.0002) | leading(-0.0002),-0.028,-0.1339,0.0083,height,-0.0
Miles Kitselman,TE,Tennessee,371,beast,roster_bubble,1.0,17.7,55.0,26.3,blocker(+0.0040) | no star(+0.0034) | to win(+0.0032) | tennessee(+0.0032) | to tennessee(+0.0030),nfl(-0.0047) | seasons in(-0.0043) | the nfl(-0.0035),0.0614,0.5152,0.1604,0.1264,0.2536,vert_jump,0.8567,reach,8.0,3.7,88.4,star(+0.0095) | star recruit(+0.0089) | tennessee(+0.0086) | he received(+0.0086) | athleticism(+0.0077),are(-0.0071) | basketball(-0.0065) | it(-0.0059),1.7447,arm,-0.1962,0.753,0.652,0.855,18.7,0.141,have(+0.0003) | star recruit(+0.0002) | star(+0.0002) | blocker(+0.0002) | school(+0.0002),routes(-0.0003) | routes and(-0.0002) | after(-0.0002),-0.0285,-0.1339,-0.0252,hand,-0.0093
Donaven Mcculley,WR,Michigan,372,beast,roster_bubble,0.4,29.8,56.6,13.2,top of(+0.0061) | percent of(+0.0055) | percent(+0.0045) | history(+0.0041) | body(+0.0037),long arms(-0.0043) | of him(-0.0038) | special(-0.0036),0.0617,0.5152,0.4177,0.3051,0.0794,vert_jump,0.8839,slide,62.4,0.9,36.7,sized athlete(+0.0097) | receiver(+0.0085) | target(+0.0081) | below average(+0.0077) | below(+0.0077),best football(-0.0083) | need to(-0.0076) | special teams(-0.0075),-0.5769,broad_jump,1.5833,0.655,0.554,0.757,30.2,0.198,defenders(+0.0002) | just(+0.0002) | committed(+0.0002) | committed to(+0.0002) | michigan(+0.0002),routes(-0.0004) | of routes(-0.0003) | wide receiver(-0.0003),-0.0287,-0.1339,-0.0609,hand,-0.0667
Tyre West,EDGE,Tennessee,373,beast,roster_bubble,0.4,28.5,50.1,21.0,career(+0.0076) | west(+0.0046) | player in(+0.0038) | he can(+0.0038) | body(+0.0034),quick(-0.0034) | senior year(-0.0034) | nfl but(-0.0030),0.0621,0.5152,-0.1762,0.1579,0.1652,height,-0.0,reach,5.4,5.0,89.6,senior(+0.0106) | his ability(+0.0082) | star(+0.0077) | star recruit(+0.0072) | tennessee(+0.0070),will struggle(-0.0073) | arm(-0.0073) | struggle(-0.0065),1.7654,height,-0.0,0.745,0.644,0.847,28.9,0.216,four(+0.0002) | just(+0.0002) | loss and(+0.0002) | limits(+0.0002) | committed(+0.0002),senior(-0.0002) | wins(-0.0001) | starts(-0.0001),-0.0288,-0.1339,-0.0315,height,-0.0
Romello Brinson,WR,SMU,374,beast,roster_bubble,0.2,6.5,83.2,10.1,his career(+0.0069) | career(+0.0067) | eight(+0.0050) | he can(+0.0048) | focus(+0.0047),as junior(-0.0040) | should(-0.0036) | out in(-0.0032),0.0625,0.5152,0.4177,0.3787,0.2768,height,-0.0,reach,6.4,6.3,87.3,star(+0.0092) | star recruit(+0.0086) | where he(+0.0084) | where(+0.0078) | as senior(+0.0078),catches(-0.0112) | as junior(-0.0063) | hurricanes(-0.0051),1.7758,height,-0.0,0.694,0.593,0.796,6.7,0.046,miami(+0.0003) | high(+0.0002) | star recruit(+0.0002) | star(+0.0002) | recruit(+0.0002),his best(-0.0002) | for his(-0.0002) | after(-0.0002),-0.029,-0.1339,-0.0756,height,-0.0
Aaron Hall,DL,Duke,376,beast,roster_bubble,0.6,12.8,58.7,27.9,he can(+0.0067) | line(+0.0061) | defensive line(+0.0036) | shown(+0.0032) | the line(+0.0032),play with(-0.0045) | junior(-0.0045) | usage(-0.0040),0.0632,0.5152,-0.203,0.1685,0.2145,height,-0.0,reach,3.3,4.1,92.7,senior(+0.0108) | tends(+0.0094) | tends to(+0.0094) | three star(+0.0081) | star(+0.0079),work(-0.0068) | ball to(-0.0062) | 50(-0.0060),1.7966,height,-0.0,0.664,0.563,0.765,13.4,0.089,sacks(+0.0003) | star recruit(+0.0002) | star(+0.0002) | school(+0.0002) | pounds(+0.0002),energy(-0.0002) | because of(-0.0002) | recognition(-0.0002),-0.0293,-0.1339,-0.0336,height,-0.0
Ahmari Harvey,CB,Georgia Tech,377,beast,roster_bubble,1.1,24.2,46.4,28.3,florida(+0.0068) | florida state(+0.0065) | struggled(+0.0044) | he can(+0.0041) | and he(+0.0038),lack of(-0.0055) | lack(-0.0046) | although(-0.0036),0.0636,0.5152,0.2003,0.1579,0.1703,40yd,-0.691,reach,8.2,1.5,90.3,florida(+0.0165) | star(+0.0078) | star recruit(+0.0073) | where he(+0.0071) | where(+0.0066),no(-0.0076) | back(-0.0073) | struggled(-0.0064),1.807,broad_jump,-0.2178,0.702,0.601,0.803,25.3,0.177,made(+0.0003) | six(+0.0003) | four(+0.0002) | he committed(+0.0002) | committed(+0.0002),cornerback(-0.0004) | routes(-0.0003) | receiver(-0.0002),-0.0295,-0.1339,-0.0315,hand,-0.0209
Chris Hilton,WR,LSU,379,beast,roster_bubble,0.4,14.3,76.0,9.3,struggled(+0.0047) | thomas(+0.0038) | track(+0.0038) | career(+0.0037) | his ability(+0.0033),special(-0.0047) | lsu(-0.0043) | injuries(-0.0038),0.0643,0.5152,0.4177,0.3366,0.2322,vert_jump,0.8863,reach,9.6,4.6,85.8,star(+0.0148) | return(+0.0127) | role(+0.0102) | lsu(+0.0096) | his ability(+0.0093),track(-0.0091) | he struggled(-0.0086) | however(-0.0078),1.8277,wingspan,-0.1827,0.647,0.545,0.748,14.6,0.095,star(+0.0004) | north(+0.0003) | based(+0.0002) | star recruit(+0.0002) | recruit(+0.0002),air(-0.0004) | lsu(-0.0002) | track(-0.0002),-0.0299,-0.1339,-0.0672,wingspan,0.0196
Austin Brown,S,Wisconsin,380,beast,out_of_league,0.6,34.7,25.4,39.3,boundary(+0.0065) | brown(+0.0062) | run defender(+0.0055) | size(+0.0049) | defender(+0.0048),plays on(-0.0066) | playing(-0.0053) | wisconsin(-0.0046),0.2622,1.6556,0.4057,0.02,-0.2929,height,0.0,reach,9.6,7.2,83.3,tends(+0.0170) | tends to(+0.0170) | safety(+0.0150) | nickel(+0.0093) | three star(+0.0087),on his(-0.0090) | and lacks(-0.0065) | back(-0.0064),1.8381,height,-0.0,0.716,0.615,0.817,35.3,0.253,star recruit(+0.0002) | star(+0.0002) | to be(+0.0002) | michigan(+0.0002) | school(+0.0002),brown(-0.0003) | tape(-0.0003) | drive(-0.0003),-0.03,-0.1339,-0.0126,height,-0.0
Declan Williams,LB,Incarnate Word,384,beast,53_man,0.6,55.6,20.5,23.3,williams(+0.0065) | long arms(+0.0056) | although(+0.0037) | the first(+0.0036) | arms(+0.0036),tcu(-0.0050) | to be(-0.0041) | gave(-0.0036),0.2027,-0.528,-0.251,0.0555,-0.0685,height,0.0,reach,3.9,4.4,91.6,recruit(+0.0087) | role(+0.0083) | three star(+0.0073) | star(+0.0071) | star recruit(+0.0066),it(-0.0074) | the middle(-0.0067) | hard(-0.0066),1.8796,height,-0.0,0.699,0.598,0.8,56.2,0.393,school(+0.0003) | he transferred(+0.0003) | recruit(+0.0003) | high school(+0.0003) | just(+0.0002),the middle(-0.0002) | middle(-0.0002) | for his(-0.0002),-0.0307,-0.1339,-0.0189,height,-0.0
Kentrel Bullock,RB,South Alabama,385,beast,roster_bubble,1.3,14.4,63.3,21.0,college career(+0.0046) | career(+0.0037) | his college(+0.0036) | he has(+0.0036) | where(+0.0035),lack of(-0.0059) | lack(-0.0050) | usage in(-0.0047),0.0665,0.5152,0.0733,0.0,0.2501,height,-0.0,reach,7.8,4.0,88.2,where(+0.0133) | ole(+0.0095) | ole miss(+0.0088) | where he(+0.0084) | tackles(+0.0082),his college(-0.0075) | college career(-0.0072) | back(-0.0070),1.89,height,-0.0,0.809,0.707,0.91,15.7,0.127,center(+0.0003) | pounds(+0.0002) | where(+0.0002) | open space(+0.0002) | those(+0.0002),drive(-0.0003) | agility(-0.0002) | lack(-0.0002),-0.0309,-0.1339,-0.0,height,-0.0
Brent Austin,CB,California,388,beast,53_man,0.7,40.9,34.1,24.3,zone(+0.0054) | quickly(+0.0037) | play(+0.0036) | cornerback(+0.0034) | speed and(+0.0032),past two(-0.0064) | games(-0.0053) | past(-0.0041),0.2072,-0.528,-0.1473,0.1047,-0.029,height,0.0,reach,18.9,5.5,75.6,senior(+0.0083) | florida(+0.0061) | late to(+0.0059) | late(+0.0057) | picks(+0.0051),forced(-0.0073) | it tough(-0.0061) | however he(-0.0059),1.9212,height,-0.0,0.714,0.612,0.815,41.6,0.297,north carolina(+0.0003) | north(+0.0003) | carolina(+0.0003) | allowed(+0.0003) | six(+0.0002),drive(-0.0003) | cornerback(-0.0003) | week(-0.0002),-0.0314,-0.1339,-0.0357,height,-0.0
Zach Durfee,EDGE,Washington,392,beast,53_man,0.6,35.1,35.0,29.3,lack(+0.0048) | to play(+0.0048) | develop(+0.0047) | to develop(+0.0046) | both(+0.0041),games(-0.0056) | season(-0.0037) | injuries(-0.0036),0.2116,-0.528,0.1304,0.1047,-0.0379,height,0.0,reach,7.2,6.8,86.0,his final(+0.0069) | safety(+0.0067) | final(+0.0063) | iowa(+0.0061) | averaged(+0.0054),however(-0.0097) | basketball(-0.0073) | however he(-0.0063),1.9627,height,-0.0,0.779,0.677,0.88,35.7,0.278,north(+0.0004) | school(+0.0003) | high school(+0.0002) | transfer(+0.0002) | games(+0.0002),lack(-0.0003) | after(-0.0003) | washington(-0.0002),-0.0321,-0.1339,-0.0357,height,-0.0
Namdi Obiazor,LB,TCU,398,beast,roster_bubble,1.5,14.6,51.3,32.6,linebacker in(+0.0037) | line(+0.0030) | plays on(+0.0028) | linebacker(+0.0028) | the line(+0.0026),doesn play(-0.0057) | lead to(-0.0053) | enough(-0.0045),0.0712,0.5152,-0.2168,0.1054,0.092,vert_jump,0.9714,reach,43.3,1.9,54.8,return(+0.0097) | linebacker(+0.0080) | tends(+0.0079) | tends to(+0.0079) | role(+0.0078),timing(-0.0100) | run and(-0.0069) | instincts(-0.0055),2.025,broad_jump,-0.271,0.724,0.623,0.825,16.1,0.117,punt(+0.0003) | linebacker(+0.0003) | tight ends(+0.0002) | limits(+0.0002) | ends(+0.0002),versus(-0.0002) | lead to(-0.0002) | timing(-0.0002),-0.0331,-0.1339,-0.021,hand,-0.075
Dillon Wade,IOL,Auburn,399,beast,out_of_league,1.3,28.2,28.2,42.2,position(+0.0055) | of position(+0.0051) | game he(+0.0047) | will(+0.0041) | run game(+0.0041),zone(-0.0044) | technique(-0.0044) | caught(-0.0042),0.2903,1.6556,0.333,0.0233,-0.0945,40yd,1.0705,reach,6.5,5.0,88.5,guard(+0.0098) | his ability(+0.0068) | experienced at(+0.0068) | experienced(+0.0063) | run game(+0.0061),his college(-0.0087) | athletic(-0.0082) | technique(-0.0072),2.0353,arm,-0.2229,0.819,0.718,0.92,29.5,0.242,defenders(+0.0002) | four(+0.0002) | guard(+0.0002) | in pass(+0.0002) | four year(+0.0002),starts(-0.0002) | stays(-0.0002) | strike(-0.0002),-0.0333,-0.1339,-0.0147,wingspan,-0.0085
Kapena Gushiken,S,Mississippi,400,beast,roster_bubble,1.0,29.0,46.5,23.5,second(+0.0050) | the second(+0.0049) | years(+0.0038) | signed(+0.0038) | signed with(+0.0038),special(-0.0068) | nickel(-0.0047) | special teams(-0.0046),0.072,0.5152,-0.5838,0.0739,0.1622,height,-0.0,reach,4.4,1.8,93.8,nickel(+0.0174) | star(+0.0128) | recruit(+0.0093) | role(+0.0088) | three star(+0.0078),up with(-0.0067) | instincts(-0.0062) | ethic(-0.0061),2.0457,height,-0.0,0.75,0.648,0.851,30.0,0.225,star(+0.0003) | recruit(+0.0003) | star recruit(+0.0002) | tight(+0.0002) | school(+0.0002),cornerback(-0.0004) | because of(-0.0003) | drive(-0.0002),-0.0334,-0.1339,-0.0147,height,-0.0
Cash Jones,RB,Georgia,401,beast,roster_bubble,0.5,36.4,40.3,22.8,school history(+0.0051) | in school(+0.0051) | history(+0.0043) | history to(+0.0041) | college career(+0.0037),special(-0.0063) | kick(-0.0060) | to be(-0.0036),0.0723,0.5152,0.0733,0.0844,0.1257,height,-0.0,reach,6.4,2.8,90.9,kick(+0.0114) | jones(+0.0112) | he received(+0.0103) | three star(+0.0069) | received(+0.0069),however(-0.0102) | track(-0.0070) | however he(-0.0066),2.0561,height,-0.0,0.676,0.574,0.777,36.9,0.25,made(+0.0004) | school(+0.0003) | jones(+0.0003) | north(+0.0002) | four(+0.0002),catching(-0.0002) | texas(-0.0002) | track(-0.0002),-0.0336,-0.1339,-0.0168,height,-0.0
Seydou Traore,TE,Mississippi State,409,beast,roster_bubble,0.7,26.6,65.4,7.3,he can(+0.0033) | florida state(+0.0031) | state(+0.0030) | targets(+0.0029) | athleticism and(+0.0029),mississippi(-0.0056) | mississippi state(-0.0043) | football(-0.0033),0.0752,0.5152,0.1604,0.0949,0.0706,height,-0.0,reach,3.5,2.6,93.8,senior(+0.0090) | athleticism(+0.0090) | three star(+0.0068) | florida(+0.0067) | star(+0.0066),talent(-0.0078) | however he(-0.0065) | the middle(-0.0062),2.1392,height,-0.0,0.747,0.646,0.848,27.3,0.204,tight(+0.0003) | until(+0.0003) | slot(+0.0002) | just(+0.0002) | had(+0.0002),mississippi(-0.0003) | mississippi state(-0.0003) | after(-0.0003),-0.0349,-0.1339,-0.0189,height,-0.0
Chris Adams,IOL,Memphis,413,beast,roster_bubble,0.4,22.7,51.6,25.2,24(+0.0044) | 34(+0.0038) | 22(+0.0029) | 32(+0.0029) | games(+0.0029),size(-0.0025) | become(-0.0018) | 11(-0.0018),0.0767,0.5152,-0.1881,0.1264,-0.5062,vert_jump,0.5141,reach,32.5,1.8,65.7,florida(+0.0067) | 24(+0.0066) | iowa(+0.0064) | 82(+0.0050) | 28(+0.0050),jackson(-0.0125) | 40(-0.0080) | arm(-0.0062),2.1807,broad_jump,-0.2218,0.749,0.648,0.851,23.1,0.173,10(+0.0003) | 23(+0.0003) | north(+0.0002) | 45(+0.0002) | school(+0.0002),24(-0.0002) | 28(-0.0002) | 15(-0.0001),-0.0356,-0.1339,-0.0252,hand,-0.0297
Jackie Marshall,DL,Baylor,416,beast,out_of_league,0.4,34.1,21.0,44.5,marshall(+0.0056) | for his(+0.0050) | as junior(+0.0049) | run defender(+0.0043) | his size(+0.0042),the ball(-0.0055) | ball(-0.0047) | experienced(-0.0044),0.3155,1.6556,0.3191,0.0233,-0.1203,wingspan,-0.1511,reach,1.7,4.5,93.7,experienced(+0.0069) | as senior(+0.0059) | senior(+0.0056) | run game(+0.0054) | linebacker(+0.0049),marshall(-0.0081) | arm(-0.0066) | muscle(-0.0065),2.2118,arm,-0.2168,0.679,0.578,0.78,34.5,0.234,high(+0.0002) | school(+0.0002) | extension(+0.0002) | linebacker(+0.0002) | he lacks(+0.0001),lack(-0.0003) | for his(-0.0002) | ball(-0.0002),-0.0361,-0.1339,-0.0147,3cone,-0.0545
Cian Slone,EDGE,NC State,417,beast,roster_bubble,1.0,35.6,39.6,23.9,missed(+0.0045) | games(+0.0035) | the pocket(+0.0029) | pocket(+0.0028) | top of(+0.0028),in run(-0.0063) | run game(-0.0044) | about(-0.0035),0.0782,0.5152,-0.1762,0.2105,0.0544,height,-0.0,reach,2.8,1.5,95.7,role(+0.0073) | safety(+0.0066) | role in(+0.0061) | run game(+0.0060) | memphis(+0.0060),leads(-0.0076) | leads to(-0.0071) | arm(-0.0059),2.2222,height,-0.0,0.722,0.621,0.823,36.5,0.264,school(+0.0003) | high(+0.0002) | high school(+0.0002) | based(+0.0002) | to be(+0.0002),how(-0.0003) | below average(-0.0002) | tape(-0.0002),-0.0363,-0.1339,-0.042,height,-0.0
Tyreek Chappell,CB,Texas A&M,433,beast,roster_bubble,0.7,28.2,55.5,15.7,old(+0.0037) | school(+0.0033) | if(+0.0028) | more(+0.0025) | aggies(+0.0025),lack of(-0.0050) | all the(-0.0049) | nickel(-0.0047),0.084,0.5152,0.2003,0.1895,0.1469,height,-0.0,reach,2.3,0.5,97.1,nickel(+0.0168) | cornerback(+0.0094) | returner(+0.0088) | role(+0.0085) | his final(+0.0079),to match(-0.0074) | up with(-0.0065) | match(-0.0063),2.3883,height,-0.0,0.677,0.576,0.779,28.9,0.196,school(+0.0004) | high school(+0.0004) | high(+0.0003) | tight ends(+0.0002) | committed(+0.0002),cornerback(-0.0006) | could(-0.0002) | angles and(-0.0002),-0.039,-0.1339,-0.0378,height,-0.0
Gary Smith,DL,UCLA,439,beast,roster_bubble,0.3,27.0,48.6,24.1,duke(+0.0052) | room(+0.0039) | and he(+0.0038) | attempts(+0.0038) | line(+0.0037),doesn(-0.0048) | nose(-0.0042) | out(-0.0038),0.0862,0.5152,-0.203,0.0844,0.1844,40yd,-0.5872,reach,5.0,3.6,91.4,senior(+0.0105) | three star(+0.0079) | ole(+0.0079) | star(+0.0077) | ole miss(+0.0073),40(-0.0075) | south(-0.0065) | bests(-0.0060),2.4506,broad_jump,-0.2546,0.689,0.587,0.79,27.3,0.188,transfer(+0.0003) | just(+0.0002) | he committed(+0.0002) | carolina(+0.0002) | committed(+0.0002),after(-0.0003) | smith(-0.0003) | movements(-0.0002),-0.04,-0.1339,-0.0168,3cone,-0.0447
David Blay,DL,Miami (FL),444,beast,roster_bubble,0.2,11.1,57.3,31.4,24(+0.0041) | 32(+0.0031) | 39(+0.0030) | 74(+0.0030) | 78(+0.0029),williams(-0.0038) | brown(-0.0025) | louisiana(-0.0024),0.088,0.5152,-0.203,0.2315,-0.6318,height,-0.0,reach,3.1,2.0,94.9,florida(+0.0070) | 24(+0.0062) | 76(+0.0061) | green(+0.0052) | jr(+0.0050),jackson(-0.0107) | 40(-0.0080) | arm(-0.0060),2.5025,height,-0.0,0.734,0.633,0.835,11.3,0.083,10(+0.0002) | 23(+0.0002) | michigan(+0.0002) | 45(+0.0002) | school(+0.0002),24(-0.0002) | 28(-0.0002) | washington(-0.0002),-0.0409,-0.1339,-0.0462,height,-0.0
James Neal,IOL,Iowa State,446,beast,roster_bubble,0.3,10.5,67.4,21.9,movement(+0.0046) | games(+0.0040) | basketball(+0.0038) | he can(+0.0037) | posture(+0.0036),tackle(-0.0039) | streak(-0.0036) | senior year(-0.0033),0.0888,0.5152,-0.1881,0.0949,0.1392,height,-0.0,reach,5.0,4.7,90.3,iowa(+0.0122) | his parents(+0.0096) | parents(+0.0094) | into contact(+0.0089) | guard(+0.0068),left tackle(-0.0104) | basketball(-0.0086) | and technique(-0.0082),2.5232,height,-0.0,0.787,0.685,0.888,10.7,0.084,iowa(+0.0002) | james(+0.0002) | the past(+0.0002) | tight(+0.0002) | school(+0.0002),for his(-0.0003) | basketball(-0.0002) | started(-0.0002),-0.0412,-0.1339,-0.0189,height,-0.0
