"","summary","pros_and_cons"
"33","Martinez wasadvanced statsback a three-star running you outwon’t findTexas. of Lewisville, In addition to being a standout football player, he was a sprinter anywhere else. Alongside who competed in the 100m and 4x100 relay. He committed tothat, Oregon Stateeach and amassed player over 2,100has also yards in his first two career seasons before transferring to Miami in 2024, where he once again eclipsedinformation, in-depth 1,000 yards. At 6 feet scouting tall and 235 pounds, Martinez has legitimate NFL size and a playstyle to match. He profiles, player comps, athletic refuses to go down on first contact, generating yards after contact and pushing testing, strengths/weaknesses the pile. He does his best work running behindand the man- and gap-blocking concepts between the tackles. His muchgives sprinter background more.him impressive explosiveness and top speed. His high forced missed tackle rate is more due to breaking tackles than making defenders miss. While he has the frame for Thanks so much for reading and pass protection, he is not as aggressive as desired and lacks discipline in his fundamentals. He has some experience as a enjoy! receiver but does not have natural hands. Trevor Sikkema","Massive build with a powerful frame. Strong enough to hold up in pass protection. Light feet allow him to move well behind man/gap schemes. Impressive balance for a player of his size. Good long speed for his frame, aided by a track background. Needs to play with more aggression in pass protection. Drops his head and lacks proper discipline in pass protection. Not a natural receiver out of the backfield."
"34","Monangai is hoping stats to become you won’t the second member find of his family to reach the NFL—his brother, Kevin, rushed for over 3,000 yards anywhere else. Alongside at Villanova and spent time with the Eagles and Vikings. that, Monangai is a tone-setter each who relishes player contact—it’s also has careerwhat drives him. However, his physical play style also highlights his information, limitations. He lacks the ability toin-depth scouting consistently make defenders miss or outrun them in space. As a pass blocker, he takes pride in profiles, player comps, athletic his work, embracing contact and bringing the fight to pass rushers. He istesting, strengths/weaknesses also exceptionally and secure with the football, having recorded zero fumbles on 676 career carries. While some teams much may not prioritize more. style, those that do will value his power-rushing him as a depth or rotational back who can help establish a physical culture in their running back room. Thanks so much for reading and enjoy! Trevor Sikkema","Tough, physical runner who refuses to go down on first contact. Explosive in short areas with strong movement skills. Dense muscle mass delivers powerful blows. Dominant in pass protection. Excellent ball security—zero fumbles on 676 rushing attempts. Long speed is average by NFL standards. Shorter arms make pass protection more challenging. Minimal experience as a pass catcher."
"35","Mullings’ college stats football career youbegan actually won’t find on the other side of the ball as a four-star linebacker recruit. Through his first two anywhere else. Alongside that, seasons at Michigan, he primarily contributed on special teams and as a reserve each linebacker. playerIn also 2022, he has played 10 games at career linebacker and three at running back before transitioning to running backinformation, full-time in 2023 andin-depth scouting earning a starting role in 2024. His limited time at the position shows up in moments of profiles, player comps, athletic indecisiveness and a lack of patience, but there is plenty to like. He knows how testing, strengths/weaknesses to make tacklers miss—because he used toand be one. Having played two of the most physical positions in the muchcontact game, he welcomes more. and runs with toughness. He also possesses light footwork, executing jump cuts and one-cuts effectively behind man and gap-blocking schemes. Mullings has Thanks so much for reading and very limited experience as a receiver but shows promise as a pass blocker, an area where his defensive background could enjoy! serve him well at the next level. Trevor Sikkema","Physical, bruising play style. LB background provides a natural feel for cutbacks and lanes. Surprisingly light on his feet for making quick jumps. Ball security is a plus — zero fumbles on 185 carries. Possesses the physical traits to be a reliable pass protector. Virtually no experience as a receiver. North-south running style can lead to a lack of patience. Still developing high-level vision and anticipation."
"36","Neal is a former stats four-star recruit whoyou won’t got plenty find I looks of Division for his baseball skills in addition to his football production. He anywhere else. Alongside committed to Kansas planning for both sports, and he playedthat, baseball for two eachseasons playerbeforealso fully committing has career to football. He has since become Kansas' all-time leader in rushing yards, information, rushing touchdowns and 100-yard in-depth scouting rushing games. Neal operates with great vision and high playmaking intelligence. He has good profiles, player comps, athletic footwork and one-cut ability to succeed behind man/gap blocking concepts. Histesting, strengths/weaknesses explosiveness and long speed feel slightly aboveand average for the NFL, and he has some scoot when he gets to the much open field. Neal is alsomore. a natural receiver and a fundamentally sound pass blocker with good eyes and awareness for pressure (though he does lack some sand in the pants for anchoring). Thanks so much for reading and Kansas also trusted Neal a lot as a Wildcat quarterback because of his vision in short-yardage situations and his arm as a trick enjoy! passer from his baseball days. Trevor Sikkema","Very efficient, explosive one-cut ability. Patient, but not hesitant, behind the line. Good vision for open space. Natural athlete. Impressive footwork. Natural receiver out of the backfield. Playmaker after the catch. Long speed will be average for the NFL. Lacks some sand in the pants for pass blocking."
"37","Sampson’s favorite statsupyou player growing waswon’t findand his Reggie Bush, speedy style emulates the memorable parts of Bush’s game. He anywhere else. Alongside posted a high missed tackles forced rate as a runner and a that, receiver. His each footworkplayer is quick and explosive also for difference- has career making cuts and agility. He pairs that with good vision and patience to beinformation, successful behindin-depth gap and zonescouting blocking schemes (though man/gap schemes tend to yield better results). profiles, player comps, Sampson’s lighter weight affects his ability to push athletic through testing, strengths/weaknesses contact, but he brings the necessary mentality and effort to and gain extra yards. The Tennessee product had limited receiving production inmuch more. college but still brings good traits in that area. His weight impacts his pass-blocking efficacy, and he finished 2024 with a decently high fumble rate. Thanks so much for reading and enjoy! Trevor Sikkema","Quick pace of play, consistently moving forward. Has the long speed to erase angles to the sideline in pursuit. Good one-cut agility and explosiveness. Great vision for cut-back lanes behind zone blocking schemes. Explosive footwork to make decisive cuts. Smaller, but not outlier small. Willing pass blocker, but efficacy can be spotty due to weight. Handful of fumbles in 2024."
"38","As the Sun Devils’ statsinyou full-time starter 2024,won’t find he eclipsed 2,000 total yards and finished fifth in the Heisman voting. He was anywhere else. Alongside that, everything for their offense, from rushing to receiving to Wildcat quarterbacking to even each punting.also player His mentality as a rusher is his has career identity. The next time he goes down on first contact will be the first. His fightinformation, and effort every timein-depth he touches scouting the ball are noteworthy and led to very high PFF rushing grades and profiles, player comps, impressive metrics. Skattebo also has ample experienceathleticas a receiver. His testing, long speed andstrengths/weaknesses wiggle appear to be average forand the NFL, but he's all-out at all times with both. His vision shines much brightest between the more. tackles, but he can take some mid- and outside-zone runs for big gains, too. His pass-blocking work is surprisingly erratic and inconsistent. He goes for big blocks and Thanks so much for reading and has some bad whiffs because of it. He needs to be more fundamentally sound there, but when he's squared up, he has the enjoy! strength to be effective. Trevor Sikkema","Determined running style. Willingness to be physical as a rusher and a blocker. Slippery to force missed tackles. Decent vision/feel for blocks and open space. Ample experience as a receiver. Limited long speed. Stiff movements when changing direction/slashing. Feet can look a bit heavy when jump-cutting."
"39","Smith is a former stats wide receiver you won’t who transitioned find back to running after transferring from Miami to SMU in 2024. His receiving anywhere else. Alongside that, background and how it translated to his new position make him more of an offensive weapon than each player alsoa traditional has careerrunning back. Smith quickly became the engine of SMU’s offense, racking up information, over 1,600 total in-depth yards. He displayed scouting strong vision and elusiveness in his new role, particularly when bouncing runs to profiles, player comps, athletic the outside. His electric footwork and versatility give him a real testing, chance to carve strengths/weaknesses out a valuable role in an NFL committee and backfield. much more. Thanks so much for reading and enjoy! Trevor Sikkema","Light on his feet with open-field speed to break off big runs. Arguably the best route runner among RBs in this class. Versatile receiving threat who can win from any alignment. Uses quick feet to break down defenders and make them miss. Likely too small to handle an every-down workload. Thin build makes him easier to bring down on first contact. Limited effectiveness in pass protection."
"40","Tuten is a former statswho zero-star recruit you won’t worked find his way from North Carolina A&T to Virginia Tech. A high school track standout, he anywhere else. Alongside that, recorded the eighth-fastest 60-meter time in South Jersey history in 2021 at 7.03 seconds. each That speed player alsodefines his game — he has career always looks for a rushing lane to showcase his top gear. However, that information, in-depth mindset can sometimes scouting work against him, as he tends to bounce runs outside too often. He finds most of his profiles, player comps, athletic success behind zone-blocking schemes. His one-cut ability and testing, quick explosiveness strengths/weaknesses serve him well between the tackles, butand his vision appears less comfortable in those situations. His compact much build helps him bounce more. off tackles. Tuten was used more as a receiver at North Carolina A&T than at Virginia Tech. In pass protection, he is inconsistent, either due to improper recognition Thanks so much for reading and or his lack of weight. Ball security is also a major concern — he ranks in the first percentile in fumble rate, with nine fumbles over enjoy! the last two seasons. Trevor Sikkema","Strong and compact build allows him to bounce off tackles. Explosive footwork for sharp cuts in zone-blocking schemes. Good blend of acceleration and top-end speed. Generally finds the right running lane in zone concepts. Some experience as a kick and punt returner. Inconsistent awareness of pressure in pass protection. Ball security is a concern—nine fumbles over the last two seasons. Tends to develop tunnel vision, particularly between the tackles."
"41","Yarns is a former statsfrom zero-star recruit you won’tMaryland, Salisbury, find who played defensive back and running back in high school while also anywhere else. Alongside that, playing basketball and lacrosse. He was voted team captain in both football each and basketball player during alsohishas juniorcareer and senior seasons, which is no surprise, given the reports about his character. At 5- information, foot-10, 190 pounds, in-depth Yarns is slender scouting for the running back position at the NFL level. However, he leans into his lighter frame profiles, player comps, with good long speed, quickness and a “make-you-miss”athletic mentality whentesting, the ball isstrengths/weaknesses and in his hands. His quick footwork helps him navigate man and gap-blocking schemes, but he seems much most comfortable more. in zone schemes. His vision and processing are pro-caliber, though he can be a bit impatient. Due to his lower weight profile, he won’t offer much in terms of yards after contact. Thanks so much for reading and This also affects his effectiveness in pass protection, though he displays good awareness and recognition of pressure. He was enjoy! used heavily as a receiver over the last two seasons. Trevor Sikkema","Highly athletic with impressive speed and agility. Big-play potential with straight-line burst. Excellent flexibility and body control to make sharp cuts. Strong awareness in pass protection, recognizing pressure well. High usage and effectiveness in the passing game. Smaller frame — teams will have to accept that limitation. Needs to develop more patience. Stature limits overall effectiveness in pass protection."
"42","The big-bodiedadvanced stats you Ayomanor possesses won’t a high footballfind IQ and ideal size. His lack of production in 2024 spoke more to the rest of anywhere else. Alongside that, Stanford’s offense than him. He does well to get off press coverage with smart releases, each player different also has speeds and active hands. career Ayomanor’s release package is diverse — diamond release, speed release,information, in-depth split-step, skip-go, scouting double-up (two-step), etc. He produced high separation rates versus zone coverage but lacked profiles, player comps, athletic that same success against single coverage. He also needs to be more reliabletesting, strengths/weaknesses in contested-catch situations. He does so many and subtle things well to create little windows of separation (shoulder muchveering and hand shimmies, more. his long routes, eating up space against off coverage, attacking blind spots, etc.). Though his long speed doesn't show up consistently, he does bring a high school Thanks so much for reading and track background. His big plus as a prospect is his blocking. He was called for zero holding penalties on 517 run-blocking reps enjoy! from 2023 to 2024. Trevor Sikkema","Frame and willingness help him effectively block. Explosive athlete who can accelerate quickly. Conscious of release technique to attack different leverages. Showcases a high football IQ and awareness. Effective at getting off press. Hands could be stronger, especially in traffic. Takes extra time to stop or truly change direction. Low separation rates vs. single coverage."
"43","Bech was a highly decoratedstats youathlete, high chool won’twinning findthree basketball and two football state championships. He originally anywhere else. Alongside that, committed to Vanderbilt before flipping to LSU, then transferring to TCU in 2023.each He has battled also player injurieshas and missed career games in every season over the past three years. When on the field, Bech displays a lotinformation, to like. He started as in-depth scouting a tight end but was on the smaller side for the position. As a bigger receiver, his movement profiles, player comps, athletic abilities stand out and allow him to line up as an X, flanker and testing, slot. His flexibility strengths/weaknesses and agility are impressive for his size, andand his high catch rates make him targetable in any situation (90.0%- much more. plus catch percentage in all four years). Despite Bech’s size, he lacks experience against press coverage. That also limits his release versatility. Ultimately, Bech’s tape is about trusting the Thanks so much for reading and high of a player. His best 15 plays stack up with any Tier 2 receiver in this class. But that nuance does come and go. enjoy! Trevor Sikkema","Power slot type of receiver who has spent time at TE and WR. Impressive quickness in his footwork/releases for a big receiver. Playmaker mentality. Doesn't go down on first contact. Long speed is adequate as a slot or outside receiver. Very sure hands. Won't be a purely athletic winner in the NFL. Routes can lack nuance outside of breaks. Little experience vs. press outside of 2024."
"44","As a receiveradvanced in college, bothstats youand at Alabama won’t Texas,find his speed has obviously been his calling card. Anytime he is on the field, the anywhere else. Alongside that, safeties have to pay attention — whether they are in single or split deep coverage.each His acceleration player also and long hasspeed careerare Tier 1 for the NFL level, and his agility and flexibility are well above average as information, well. As a route in-depth runner, he does lack scouting nuance beyond vertical stems. He needs to be better at tempoing his speeds to time profiles, player comps, athletic throwing windows and also learn to stop when he finds soft spots against zonetesting, coverage. He strengths/weaknesses is decently strong for his size, butand it comes with inconsistencies. His contested-catch percentages much are low, but he more. does have some strong receptions on tape. He struggles to stay clean if defenders bump him at the break point. As a blocker, he lacks the size and strength to be reliable or have Thanks so much for reading and run plays to his side. He has enough speed to accumulate a lot of YAC, but he doesn't force many missed tackle as a ball carrier. enjoy! Trevor Sikkema","Top-tier athlete. Not afraid to put his body on the line when hauling in receptions. Great stop-and-start body control. Has lined up in the slot and on the outside. ADOT/YAC combination both land above the 60th percentile. Releases and routes lack nuance. Struggles to limit contact in and out of his breaks. Needs to understand how to stop when he finds space."
"45","Bryant is a former three-starstats youworked recruit who won’t findinto his way being the focal point of Illinois' passing attack. His frame lends anywhere else. Alongside that, itself to his “possession receiver” label. He is a strong player with good catch rates eachthrough playercontact and has also on open targets. He is career more nuanced in his release and routes than is typical for an X receiver. He doesinformation, in-depth lack the long speed scouting to be a constant threat up the sideline but can generate separation there when he sets up profiles, player comps, athletic defenders with his route running. Sometimes, getting off contact is difficult for testing, strengths/weaknesses Bryant, but he and makes up for it with good contested- catch numbers. Bryant is also a big-time plus as a blocker and can be used at much the topmore. of triangles for bunch sets and as a blocker an offense can run toward on outside run plays. Thanks so much for reading and enjoy! Trevor Sikkema","Showed strong hands in 2024, including through contact. Plus blocker in space for screen and swing passes. Useful in condensed sets due to blocking ability. Above the rim type of catcher. Shows good nuance in his route running and releases. Lacks separation against single coverage. Hands could be more active against press. Doesn't have the long speed to punish a defense."
"46","Burden is a true statswith all-around athlete you won’t adequate find height and weight. He is also agile and explosive yet powerful and balanced. anywhere else. Alongside that, He has experience and success on and off the line of scrimmage as an X, flanker and slot each receiver, player and has also he is often used as a career move receiver before the snap. His first-step explosiveness is information, impressive, allowing in-depth him to win quickly againstscouting press. He also has the body control, flexibility and explosiveness to be a sharp profiles, player comps, route runner for high separation scores. His hands athletic are generally testing, strengths/weaknesses reliable and strong, evidenced by high catchable pass and percentages and a contested catch percentage above 50% two much years in a row. Despitemore. a dense build, he has some reps where he struggles as a blocker. When the ball gets in his hands, he becomes a running back with good vision and contact balance for Thanks so much for reading and high YAC averages. His low production in 2024 seemed to be more of a product of secondaries keying on him with enjoy! double/tight/cap coverage instead of anything on his end. Trevor Sikkema","Great all-around athlete. Natural playmaker with the ball in his hands. Sharp, explosive route runner. Very elusive after the catch. Good balance for YAC. Can get pushed around some in the blocking game. Doesn't always attack the ball in the air."
"47","Egbuka is suchadvanced stats a smooth, smart you route won’t runner, find by as evidenced his very high separation scores versus zone and single coverage. anywhere else. Alongside that, His breaks aren't as sharp or twitchy as some, but he attacks leverages and adjusts each when healso player breakshasbased on the coverage. career His long speed isn't Tier 1, but it is certainly adequate enough to information, threaten vertically, especially duein-depth scouting to how quickly he reaches top speed. His hands are reliable, posting catch percentages above profiles, player comps, athletic 93.0% in each of the last two years. He was also a consistent testing, third-down receiver, strengths/weaknesses garnering a 29.8% THREAT on third downs and in 2024 (top 30 in the FBS at 33.1% and top 10 if you add his 2022 season). much more. As a blocker, there are snaps where he is an impact player, but there are others where he just does not stay in front of his guys (the Penn State game was the worst). Thanks so much for reading and enjoy! Trevor Sikkema","Very quick, controlled player. High separation scores due to elite body/speed control. Willing, feisty blocker. High-IQ player who knows how to attack and find space. Good balance through contact for yards after the catch. Can just be inconsistent as a blocker. Lack of size does limit his blocking abilities against LBs. Route breaks could be sharper."
"48","Felton is a former three-star stats youcontributed recruit who won’t to find Maryland's offense from his true freshman season to his senior campaign. anywhere else. Alongside that, He has a lot of experience, and 2024 was his most productive season. Felton has decent each player height and has also lengthcareer for the position but is on the smaller side at just under 190 pounds. His solid information, receiving production in-depth in 2024 hinged on hitchesscouting and screen passes versus off coverage. As a route runner, he lacks the profiles, player comps, nuance to really attack defenders’ leverage or set athletic them up to testing, strengths/weaknesses create separation at the breakpoint. Felton also and seems to lack the flexibility and true change-of-direction ability to be a top-tier route much runner. His overall more. catch and contested-catch rates are lower than ideal, which does not bode well for him as a below-average separator. He doesn't have a ton of experience versus press and Thanks so much for reading and struggles to get free against press-man coverage. As a blocker, his lack of weight limits his efficacy. enjoy! Trevor Sikkema","Good height and length for the position. Great feel for soft spots in zone coverage. Straight-line speed is adequate for the NFL level. Forced a lot of missed tackles after the catch in 2024. Weight profile makes him easier to tackle. Not much of a blocker due to weight. Lacks the short-area explosiveness to be a great separator."
"49","Golden's gameadvanced is built around stats you movement impressive won’t find skills. His footwork is quick yet explosive, which allows him to get off press anywhere else. Alongside that, and regularly create separation. He also understands some of the nuances of the eachposition alreadyalso player — active has hands with good timing career to clear press, choosing the correct release moves versus certain leverage andinformation, in-depth veering routes to create throwingscouting windows. He has some very impressive sideline catches this year, where he is asked to go up and pluck passes with maximumathletic profiles, player comps, catch radius testing, while toe-tapping strengths/weaknesses inbounds. He is fast but not a true blazer byand NFL standards. He is also pretty light in the blocking game despite beingmuch used onmore. the line of scrimmage a good amount this past season. Thanks so much for reading and enjoy! Trevor Sikkema","Inside-out versatility as a slot and flanker. Plus return ability. Fast but controlled route runner. Footwork off the line is quick and decisive. Excellent sideline receiver with great footwork. Light in the blocking game. Runs a little hot and cold when he knows he's not involved. He has the movement skills to be more dynamic after the catch."
"50","Harris was anadvanced stats under-recruited athleteyou out ofwon’t find high school who mainly played quarterback but transitioned to receiver when he anywhere else. Alongside arrived at Louisiana Tech. He played three seasons with thethat, Bulldogs before eachjoining Ole Miss player and becoming also has career the go-to receiver in Lane Kiffin's spread, vertical offense. He brings above-average information, size to the position and has a tonin-depth of experiencescouting catching deep passes. But despite Harris’ size and outside skill set, he does not profiles, player comps, have much experience versus press due to the nature athletic of Ole Miss’ offense.testing, strengths/weaknesses He also lacks varied releases off the andof line, outside a speed release. Harris’ contested-catch numbers are lower than ideal, and hismuch more. separation rate against single coverage is below 20%. His long speed is adequate for his role, even if it is more build-up speed than quick-twitch speed. He possesses quick feet Thanks so much for reading and and hips for his size, but he doesn't run many routes outside of basic gos, posts and comebacks. He also has some nice impact enjoy! blocks on tape. Trevor Sikkema","Not a very diverse route runner, but does well to get vertical. Good contact balance and strength for YAC. Was Ole Miss’ go-to receiver the past two years. Shows active hands/arms to chop when running by defenders. Slow feet out of his release. Mainly uses a speed release. Does not get off press as well as a player of his size should. Creates separation with strength and push-offs too frequently."
"51","Higgins cameadvanced statsfootball from humble college you won’t beginningsfind as a zero- star recruit. He spent his first two seasons at Eastern Kentucky anywhere else. Alongside that, before jumping to Iowa State in the transfer portal, hoping to continue the each pipelineplayer of NFL receivers coming also has out of Ames, Iowa career — including Hakeem Butler, Allen Lazard and Xavier Hutchinson. Higgins is well information, in-depth built for an X receiver, with somescouting added wiggle and agility for a big man. As a possession type, he has reliable hands profiles, player comps, and consistently catches the ball away from his body. athletic He brings good footwork testing, strengths/weaknesses and a variety of releases to effectively get off and press coverage. He also knows how to run almost all routes in the tree. While Higginsmuch more. winner with athleticism before isn't a consistent and after the catch, he can still create separation due to his savviness and foot quickness. He is a willing blocker with good length. Thanks so much for reading and enjoy! Trevor Sikkema","Smooth hips in his breaks for a bigger receiver. Quick chops/footwork when he is about to make contact. Natural hands-catcher, consistently catches away from body. Good route-running nuance with head and shoulder fakes. Can run the whole route tree. Top speed will be average at best in the NFL. Pushes off a decent amount to create separation. Won't be a consistent YAC producer."
"52","Horton comes advanced stats from an athletic you family: won’t His sister playsfind volleyball professionally, and his brother was a cornerback at Boise State. anywhere else. Alongside that, He looks like a natural, even with a slender build. As a true possession receiver, his handsalso each player are legitimate. He has a long has career catch radius, helping him record an 86th-percentile contested- information, catch rate and a catch percentage in-depth above 92.0% scouting in each of the past two seasons. Despite limited flexibility, acceleration and profiles, player comps, athletic long speed, Horton is a nuanced player. He has quick feet out of testing, his releases with strengths/weaknesses active hands to be an effective receiver offand press coverage. He knows how to set up defenders with shoulder much fakes. Essentially, more.separation in more subtle ways. He he creates takes pride in all facets and is a clearly competitive player. That includes taking on defenders as a blocker. Horton’s strides are Thanks so much for reading and long, helping him cover more ground despite what seems like subpar explosiveness. enjoy! Trevor Sikkema","Great route runner for his size. Strong hands and big catch radius. Hands are up and ready to fight to get off press/contact. Long strides help him cover ground, even without great speed. Nuanced in his releases versus press. Slender build means he can get moved off his routes easier. Average to below-average top speed for the NFL. Takes him a handful of steps to reach top speed."
"53","Hudson is a fun prospect. Hestats you won’t was a dual-threat find in quarterback high school. His playmaker mentality and agility are reasons why. anywhere else. Alongside that, His basketball background is very evident in how he runs his routes — when eachhe is player getting off also press and hassetting careerdefenders up downfield, it's like he has a basketball in his hands as he uses crossovers andinformation, in-depth head fakes. Because scouting of this, he creates little windows of separation as a flanker and slot receiver. As a route profiles, player comps, athletic runner, he knows how to attack leverages and blind spots. testing, Though a natural mover, strengths/weaknesses he does seem to lack difference-makingand athleticism for the NFL level. His long speed is capped and often muchcornerbacks allows more athletic more. to recover after he beats them with agility. His catch percentages are also lower than ideal over the last two seasons — both when open and through contact. Thanks so much for reading and enjoy! Trevor Sikkema","Runs routes like a point guard crossing up a defender. Will tempo his routes and releases to set up defenders. He’s an effective hand fighter. Knows how to attack defensive back leverages. Too inconsistent with hand-fighting. Top speed appears average, at best, for the NFL. Lower catchable pass and contested-catch percentages."
"54","Hunter was theadvanced No. 1 overallstats player inyou won’t the 2022 findclass recruiting and was named the Georgia High School Player of the Year as a anywhere else. Alongside that, senior due to what he did as a wide receiver and cornerback, including breaking eachtheplayer state career alsoTDhas record. Whether at career Jackson State or Colorado, he has lived up to his recruiting hype. information, As both a full-time cornerback and in-depth scouting wide receiver, he is an NFL starter at both positions. As a receiver, he doesn't have as much profiles, player comps, athletic polish in releases, route nuance and beating press. However, all testing, that can be improved andstrengths/weaknesses andto explained by not devoting all his time one position. His playmaker mentality after the catch and much separation ability more.to stand out in the league. He has will continue long arms and attacks the ball in the air with full arm extension for high catch and contested-catch percentages. Thanks so much for reading and enjoy! Trevor Sikkema","Insane stamina and talent to play both sides of the ball. Well above average acceleration and long speed for the position. Long arms and consistent catches with arms extended. Impressive ability to track and haul in passes through contact. Playmaker mentality at all times and is elusive after the catch. Lean frame, so he gets thrown around at contact. Footwork and fundamentals aren't precise. Can get bumped off his route easily."
"55","Johnson's story is as uniquestats you won’t as his prospect profile. find He played high school football with Broncos quarterback Bo Nix and was anywhere else. Alongside taken in as a member of the Nix family. He and Nix won statethat, championship with the each team coached player also hasby Nix's father. Eventually, career their paths merged at Oregon, where Johnson, like Nix, blossomed intoinformation, a promising NFLin-depth scouting prospect. Johnson’s 5-foot-10, 160-pound frame comes with natural drawbacks: a lack of profiles, player comps, athletic strength versus press and at the catch point, a smaller catch testing, radius and a shorter stridestrengths/weaknesses length. However, he possesses ideal and skills and great football intelligence. Despite small hands and a slender build,much Johnsonmore.is reliable at the catch point. He boasts top-tier quickness that yielded a 99th-percentile separation rate. His agility after the catch makes him tough to corral. He Thanks so much for reading and understands winning with nuance and technique. He is naturally limited as a blocker, but it is one of the many areas where his enjoy! competitiveness shines. Trevor Sikkema","Very quick and explosive. Long speed is well above average. Body control allows for crisp routes. Blocking strength is limited, but he gives it his all. Playmaker mentality with elite flexibility after the catch. Remarkably small player. Size/strength limitations keep him from being a key blocker."
"56","Lacy is a former stats four-star recruit whoyou had towon’t findbehind wait his turn Malik Nabers and Brian Thomas Jr. As a full-time starter in 2024, anywhere else. Alongside that, he enjoyed his most productive season. His calling card is his long arms, which each he uses playerto consistently also has attack the ball in the air career with outstretched hands. He also shows good footwork at the sideline as aninformation, in-depth outside receiver (6.6% slot repsscouting in 2024). His long speed and acceleration are adequate, but it does feel hot and cold. His game lacks nuance in its current form. athletic profiles, player comps, He doesn't show many releases testing, strengths/weaknesses off press outside of a split release. He can falseand step out of his stance as well. His routes are basic with vertical much stems right now. more. His breaks tend to be more rounded than sharp, preventing him from creating true separation. For as long as his arms are and as impressive of catches he’s made this past Thanks so much for reading and season, he does have a good amount of drops and a lower contested-catch percentage. He is also not a consistent plus blocker. enjoy! Trevor Sikkema","Long arms for a wide catch radius. Consistently extends his hands to get the ball in the air. Long, smooth strides at top speed. Shows good footwork near the sideline. Can false step when releasing off the line of scrimmage. Slower to accelerate out of his release. Long speed won't put fear in the NFL DBs’ hearts."
"57","McMillan wasadvanced stats a multi-sport star you in high won’t school, findin excelling football, basketball and volleyball. His coordination and strength anywhere else. Alongside that, allow him to maximize his ntire catch radius to haul in a high rate of passes. Heeach doesn'tplayer make manyalsofalse steps has and is smooth and career quick out of his release. He has a good route-running IQ to information, lengthen or shorten routes/breaksin-depth scouting depending on the coverage, but his routes tend to be more rounded than sharp due to his long profiles, player comps, athletic frame. The Arizona product is more smooth than explosive in his movements, testing, but he knows strengths/weaknesses and how to squeeze out extra separation. He pairs a great contested-catch ability with the mindset for much generating yards aftermore. the catch. His slender build is less of an issue than it originally seems, as he is strong and competitive when catching and blocking. One of the few negatives in Thanks so much for reading and McMillan’s scouting report is his separation percentage, but he was more than adequate there in 2024. enjoy! Trevor Sikkema","Height stands out on tape. Difference-making size. Hip flips/agility much better than expected for his size. Impressive acceleration for his size. Rarely see false steps in his release. Comfortable maximizing a huge catch radius. Very slender build, which can impact blocking efficacy. Likely won't be a consistent separator vs. single coverage."
"58","Nash was a two-star stats dual-threat you won’t quarterback findbaseball and played in high school. He committed to San Jose State as a quarterback anywhere else. Alongside that, and played sparingly from 2019-2022 before switching to wide receiver. He was each a go-to target over player alsothehas pastcareer two years and took it to another level in 2024, leading the country in receptions, information, receiving touchdowns in-depth and receiving yards. Nashscouting played more than 30% of his snaps in 2024 in the slot as a big slot type at 6- profiles, player comps, athletic foot-3 and 195 pounds. Despite his plus size and length, he has a dancer's feettesting, — quick andstrengths/weaknesses controlled — which you can tell he and works on a lot. His releases off press are varied and thought out, muchowmore. as he understands to attack different leverages with different releases. He is a bit stiff in his change-of-direction movements, especially when running near his top speed, hurting his ability to Thanks so much for reading and separate. He has limited long speed, but his footwork for his size makes him very intriguing. enjoy! Trevor Sikkema","Good footwork for a big man. Wins with both hands and feet. Impressive release package. Knows how to attack different leverages. A little stiff in his change-of-direction movement. Limited long speed despite long strides."
"59","Noel was notadvanced only good high stats schoolyou won’t football player find but also an all-conference high jumper and sprinter. That track background is anywhere else. Alongside that, the baseline of how he wins as a receiver. His first step has a lot of power and explosion, which helps each player himhas also win off press and out of his career breaks. His explosiveness and separation ability make him an information, effective horizontal in-depth player for dig/mesh routes scouting and crossers. Though Noel’s acceleration is very good, his long speed is profiles, player comps, athletic average for the NFL level. He has strong but unspectacular hands with a testing, limited catchstrengths/weaknesses and radius due to shorter arms. He could use more of a playmaker's mentality for forcing missed tackles after catches.much more.struggles with getting off press if a Noel sometimes defensive back gets hands on him early. Thanks so much for reading and enjoy! Trevor Sikkema","Compact build makes him powerful through contact. Controlled, explosive short-area movements. Shows an understanding of nuanced releases. Quick, precise footwork. Explosive, but missing the top speed to be a vertical threat. Doesn't have a lot of experience lined up outside the numbers. Arm length makes him an inconsistent run blocker."
"60","Prather was aadvanced statsplayer two-way high school you whowon’t findto committed receiver work at West Virginia before transferring to Maryland. anywhere else. Alongside that, He's a big-bodied X receiver who can fight off press coverage with active hands each andplayer good length. alsoHishas catchcareer percentages in and out of contested situations are fine but could be better. Prather information, moves well for a player who ranks in-depth scouting above the 70th percentile in height and weight among wide receivers. His routes, while profiles, player comps, athletic somewhat limited in flexibility and wiggle due to his size, have some nuancetesting, strengths/weaknesses in how he tries and to set up off-coverage defenders. He won't be a burner with his long speed, but he can still create muchHemore. vertical separation. doesn’t provide much after the catch. Maryland seemed to underutilize Prather, who never eclipsed more than an 18.5% threat rate (target rate on routes run) and Thanks so much for reading and posted low yards per route numbers. He has adequate size and length for blocking to boost his chances of making an NFL roster. enjoy! Trevor Sikkema","Good size for an NFL outside receiver. Long limbs gives him a big catch radius and long strides. Quick to flip his hips, especially given his size. A natural at hauling in passes away from the body. Has the size and hand-fighting ability to work off press. Low success rate vs. single coverage. Limited top speed. Very little experience in the slot."
