"","url","title","player_from_title","position_from_title","college_from_title","date","height","weight","hand","arm","wingspan","dash40","cone3","shuttle","vertical","broad","positives","negatives","statistics","notes","overall","article_grade","overall_rank","position_rank","pro_comparison"
"125","https://bleacherreport.com/articles/10021431-bailey-zappe-nfl-draft-2022-scouting-report-for-western-kentucky-qb","Bailey Zappe NFL Draft 2022: Scouting Report for Western Kentucky QB","Bailey Zappe","QB","Western Kentucky",NA,"6'0 1/2""","215",NA,"31 3/8""","6'2 3/4""","4.78","7.19","4.40","30""","9'1""","— Very good accuracy. Can change arm angles to throw with touch. | — Shows a very good understanding of the concepts being run. Consistently operates on time and throws with anticipation. Has calm eyes and progresses. | — Very good accuracy on short and intermediate throws. Gets the ball out early and gives his receivers room to operate after the catch. | — Throws a very catchable deep ball. Gets it out early and throws with high loft. | — Tight and consistent footwork in the pocket. Stays balanced and ready to throw. | — Not an overwhelming athlete but a good thrower when on the move. Remains accurate out of structure. | — Very productive throughout his career.","— Below-average arm strength. | — Average height for the position.","14 G, 476-687 (69.3%), 5967 YDS (8.7 Y/A), 62 TD, 11 INT, 168.8 RATING, 51 ATT, 17 YDS, 3 TD","— Transfer from Houston Baptist | — 2021 C-USA MVP | — 2021 First-team All-C-USA | — 2020 spring Southland co-OPOY | — Broke the FBS single-season records for passing touchdowns and passing yards.","Bailey Zappe has average height but a good build for the quarterback position. He isn't an overwhelming athlete and has below-average arm strength, but knows exactly what he is and maximizes what he has. He consistently operates with very good timing and an understanding of the concepts being run. Zappe throws with anticipation (mostly out of necessity), getting the ball out well before his receivers break and giving them plenty of room to operate after catching the ball. He has very good accuracy on short and intermediate throws and maintains his accuracy when he has to throw out of structure. While he doesn't have the arm strength to consistently drive the ball, he does throw a catchable deep ball by getting the throw out early and with loft. Zappe is more of an average athlete, but he is not a stiff. He plays with good footwork and balance from the pocket, enabling him to be in a constant throwing position. Overall, Zappe's mental polish on a number of passing concepts combined with his pocket movement and anticipation on throws project him as a good back-up at the NFL level. His lack of size, arm strength and true athleticism limits his upside and viability to be an every-week starter. But his intelligence and timing would make him a nice addition for a quarterback room, and he could help get a team out of a game if an injury were to happen to their starter. However, those limitations would crop up with tighter windows and more athletic defenders at the NFL level if he had to see extended playing time.",NA,"126","QB7","Chase Daniel"
"126","https://bleacherreport.com/articles/10026429-tyree-johnson-nfl-draft-2022-scouting-report-for-texas-am-edge","Tyree Johnson NFL Draft 2022: Scouting Report for Texas A&M EDGE","Tyree Johnson","EDGE","Texas A&M",NA,"6'2 1/2""","248",NA,"30 7/8""","6'4 1/4""","DNP","DNP","DNP","DNP","DNP","— Great first step and acceleration. Consistently threatens the corner with first three steps. | — Very good flexibility. Can drop hips to get low as well as tilt his body to run a wide corner. | — Good speed in space. Closes on quarterbacks and makes plays in space versus the run. | — Varied pass-rush approach with quick hands. Keeps OL guessing. | — Surprising upper body strength for a lighter player.","— Below-average leg drive. Will struggle to win through or inside OTs at the next level. | — Poor anchor. Regularly gets moved in the run game. | — Poor length. 30⅞"" arms ranks in the 1st percentile among edge prospects since 1999. | — Run defense approach needs work. Not a gap sound player right now. | — Taken off the field for run defense purposes in many situations or games.","11 G, 31 TOT, 9 TFL, 8.5 SK, 1 FF, 1 FR","— Started in 24 of 34 appearances over the last three seasons. | — 3-star recruit in 2017. | — 2021 second-team All-SEC (Associated Press).","Tyree Johnson is the best bang-for-buck bet on speed and bend in this draft class. Johnson's first step pops off the film. He immediately threatens offensive tackles around the edge. Johnson also has the acceleration to follow-up and further threaten the edge with a pure speed rush. From there, the 6'2½"", 248-pounder regularly shows impressive flexibility, both in his ability to drop his hips and get low as well as being able to get wide and really run the arc. Moreover, Johnson is fairly thoughtful in his approach. Johnson showed off an arsenal of moves—long arm, two-hand swipe, rip and dip, etc.—and unleashed quick, violent hand usage to make them all effective. Granted, he is sort of pigeonholed into moves that allow him to attack outside, but he does well through that lens. Where Johnson falls short is with regards to size, play strength and overall run defense. In terms of size, not only is Johnson a bit light, but his arm length is as short as it gets for the position. NFL offensive tackles will be able to latch on and take control of him. Similarly, Johnson's anchor and lower-body strength are not there. He struggles to bull rush or push the pocket inside, and he is regularly knocked out of his gap in the run game. Johnson's run defense issues are also rooted in poor gap integrity and, again, lack of length. Johnson is likely a pass-rusher only. His frame and overall play strength suggest he will not hold up as a three-down player, at least early in his career. That said, Johnson has the speed, bend and craftiness to be a highly effective pass-rusher off the bench or in sub-package situations. Johnson would be best in a four-down front where he can be allowed to pin his ears back and go.",NA,"127","EDGE17","Discount Yannick Ngakoue"
"127","https://bleacherreport.com/articles/10026413-jalyn-armour-davis-nfl-draft-2022-scouting-report-for-alabama-cb","Jalyn Armour-Davis NFL Draft 2022: Scouting Report for Alabama CB","Jalyn Armour-Davis","CB","Alabama",NA,"6'0 5/8""","197",NA,"30 7/8""","6'2 1/2""","4.39","DNP","DNP","34.5""","DNP","— Long athlete with desired length, speed and athleticism. | — Plays with very good speed on film. Able to run with most receivers he's matched up against. Ran a 4.39-second 40-yard dash at the combine. | — Does a good job mirroring receivers and fighting through the catch point. Calm with the ball in the air.","— Shows some lateral tightness in press coverage. Struggles to keep up with in-breaking routes, losing leverage and takes some time to make up ground. | — Has difficulty sinking his hips when running full speed. He takes a few extra steps to get out of his break. | — Can tend to have poor positioning downfield and gets handsy with receivers, often drawing penalties.","11 G, 32 TOT, 1 TFL, 3 INT, 4 PBU","— One-year starter. | — Missed two games with a hip injury in 2020. | — Missed 2018 season with a knee injury.","Jalyn Armour-Davis is a long, lean cornerback with plenty of speed and athleticism. At Alabama, showed his versatility by playing both the slot and outside. Though Armour-Davis doesn't alway play with the crisp technique you would expect from an Alabama cornerback, he flashed plenty of tools in his one season as a starter. His speed was evident in the pass game, but he seems to struggle with some technical things earlier on in the progression. Armour-Davis struggled with his lateral movement, allowing receivers easy inside releases, and he had inconsistent pad level at times. He often plays from an open shuffle technique, but he showed patience and was able to tempo himself to stay on top of routes. When breaking, Armour-Davis is able to sink his hips and match with shorter routes, but he struggles to sink his hips when breaking from a full run. He gave up extra steps and allowed some separation. When playing the ball, he showed very good timing and the ability to attack the catch point, although he was often taken advantage of with his back to the ball. Armour-Davis does a good job of fighting through blocks in the run game, using his speed to dip and rip through blocks or using his hands to shed blockers. He is a willing blocker who prefers to wrap up ball-carriers to get them to the ground. He dropped his head and missed tackles on occasion, but he can easily correct that in the NFL with coaching. Armour-Davis is an interesting prospect with plenty of upside. He showed his athleticism in man coverage but struggled to be consistent with his technique. He'll need to work on that in the NFL. He should only get better and eventually work toward competing for a starting spot.",NA,"128","CB16","Anthony Averett"
"128","https://bleacherreport.com/articles/10021443-pierre-strong-jr-nfl-draft-2022-scouting-report-for-south-dakota-state-rb","Pierre Strong Jr. NFL Draft 2022: Scouting Report for South Dakota State RB","Pierre Strong Jr.","RB","South Dakota State",NA,"5'11 3/8""","207",NA,"31 7/8""","6'3 7/8""","4.37","DNP","DNP","36""","10'4""","— Very good speed and burst. Can take any run the distance. | — Above average vision, especially when reading his blocks at the second level. | — Gliding running style that can weave in and out of his blockers. | — Above-average hands out of the backfield.","— Average build for the position. | — Straight-line runner who is inconsistent making defenders miss in space. | — Below-average contact balance.","15 G, 240 ATT, 1,673 YDS (7.0 AVG), 18 TD, 22 REC, 150 YDS, 0 TD","— 2021 consensus FCS All-American | — 2021 First-Team All-MVFC | — 2020-21 consensus FCS All-American | — 2018 MVFC Freshman of the Year","Pierre Strong Jr. is a fast running back with a gliding run style that works best going north and south. Although he handled plenty of touches throughout his college career, he has a below-average build that will limit his carries at the next level because of durability concerns. Strong can truly take any run the distance with his very good speed and has a weaving running style that takes advantage of second-level blockers. He has above-average vision and doesn't dance on his runs, understanding when to get north when he has to. Strong has above-average lateral quickness but struggles to stop and start once he gets going and is best staying vertical on his runs. However, he has below-average contact balance and play strength. He is not a soft runner but can be tackled on side blows and can be inconsistent when making defenders miss in space. Strong does flash the side-to-side twitch to make a defender miss down the field. He has above-average hands when coming out of the backfield and has potential as a receiver on screens with his explosive-play ability. Overall, Strong can bring real juice from the backfield for any NFL offense on Day 1. He has some tread on his tires, and his lack of size and play strength will prevent him from taking on a three-down role, but he has the vision and speed to create big plays if given the runway. Strong will be best utilized as part of a committee where he can spell a bigger back and use his speed on runs and screens against worn-down defenses. He is a competitive and tough player who has the athleticism to give him a chance to contribute on special teams as well.",NA,"129","RB7","Elijah Mitchell"
"129","https://bleacherreport.com/articles/10026557-tyquan-thornton-nfl-draft-2022-scouting-report-for-baylor-wr","Tyquan Thornton NFL Draft 2022: Scouting Report for Baylor WR","Tyquan Thornton","WR","Baylor",NA,"6'2 3/8""","181",NA,"33 1/4""","6'7 1/4""","4.28","DNP","DNP","36.5""","10'10""","— Twitchy and long athlete with good height and excellent long speed. | — Above-average route-runner who knows how to use his speed. Has good body control and twitch to sink on breaking routes and stay friendly to the QB. | — Has long arms and flashes a wide catching range. A springy athlete who can make some plays in the red zone. | — Willing blocker who sustains on his blocks. Shows good awareness of his assignment on run plays.","— Skinny frame will make him susceptible to more physical corners. | — Small hands and has some issues with drops, especially when attempting to bring a throw down through contact. Can see that he doesn’t trust his hands. | — Can rise up as he’s breaking on routes, giving away indicators to smarter defenders.","14 G, 62 REC, 948 YDS (15.3 AVG), 10 TD","— 2021 second-team All-Big 12","Thornton is a tall, skinny burner at the receiver position whose play speed matches his timed speed. He is a twitchy athlete who flashes good body control as a route-runner and the ability to tempo his excellent long speed. Thornton’s length also shows up in the red zone and on throws away from his body. He has a wide catching range and can adjust for tougher throws. Despite his wide catching range, Thornton has small hands and has issues with bringing down throws in a crowd or through contact. He doesn’t completely trust his hands; drops and double catches crop up. He will also still have to continue to work on his route refinement, as his long body type can give away route-break tendencies that better defenders in the NFL will take advantage of. Overall, Thornton will be able to contribute early in his career as a deep threat who can take the top off defenses with his legit track speed. He is an adequate route-runner but will need more polish to be more useful on a down-to-down basis. Thornton is also a willing blocker for teammates and does not shy away from being physical despite his skinny frame, which might indicate some special teams potential as a gunner. His lack of consistent hands through contact will make or break his upside for a more prominent role. But teams will find immediate use for his ability in the red zone and of course his speed to open things up underneath for other options, with traits for outside starter potential down the road with continued development.",NA,"130","WR21","Ashley Lelie"
"130","https://bleacherreport.com/articles/10021479-derrick-deese-nfl-draft-2022-scouting-report-for-san-jose-state-te","Derrick Deese NFL Draft 2022: Scouting Report for San Jose State TE","Derrick Deese","TE","San Jose State",NA,"6’3”",NA,NA,NA,NA,NA,NA,NA,NA,NA,"— Good build with long arms. | — Natural catcher of the football. Maximizes catching range and is comfortable extending away from his body to pull down the football. | — Flashes good blocking ability with legit play strength to block DEs from in-line positions. Plays with balance and can sustain once latched on. | — Above-average body control with his route running. Flashes ability to stay tight on his route breaks. Will lean and use body to create leverage. | — Above-average long speed. Has build-up speed and can get vertical.","— Raw route runner at this point in time. | — Inconsistent with his technique as a blocker.","12 G, 47 REC, 730 YDS (15.5 AVG), 4 TD","— Transferred from Golden West Community College | — Father, Derrick Deese, played OL in the NFL for 14 seasons.","Derrick Deese Jr. is a long tight end who aligned in-line and split out in the formation during college. He flashes good play strength and is a legit blocker of edge defenders on run plays. Deese has enough athleticism to bend and gain leverage and pull on counter run plays and can also use his good length and balance to sustain his blocks. He has strong hands that show up as a blocker and when catching the football. Deese snatches throws away from his body and is a ball winner on contested catches, even flashing the ability to make the spectacular catch. Deese has build-up long speed but has enough to be a valid option on intermediate routes, where his frame also is an asset. He flashes understanding of how to use leverage when running routes, and his body control helps him stay friendly to the quarterback when breaking on routes. However, Deese will need to continue route refinement and polish. He also can get caught trying to just use his raw strength on his blocks and lose because of technique, but his consistency improved as the season went along. Overall, Deese projects as a true Y TE at the NFL level. He is a natural catcher of the football with a wide catching range at all angles. And has the play strength to stay as an in-line player on first and second down. Deese has body control and enough athleticism to be a legitimate option as a receiver but will need to refine his route-running ability to become a player offensive coordinators design concepts for. He flashes the ability to be a true ball winner in the red zone and will not have to be hidden in the run game at all. With enough athleticism and toughness to be a special teams contributor early in his career and as a junior college transfer, there is still some untapped room for growth with him to ascend even more as a player.",NA,"131","TE7","Blake Jarwin"
"131","https://bleacherreport.com/articles/10026433-joshua-ezeudu-nfl-draft-2022-scouting-report-for-north-carolina-iol","Joshua Ezeudu NFL Draft 2022: Scouting Report for North Carolina IOL","Joshua Ezeudu","IOL","North Carolina",NA,"6'4 1/4""","308",NA,"34""","6'10 1/4""","5.19","7.83","4.56","28.5""","8'9""","— Above-average movement skills with impressive explosiveness out of his stance and lateral quickness to gain positional leverage on defenders. | — Very good length that he uses to establish first meaningful contact and keep defenders at his fingertips. | — Does a nice job staying inside-out and square in his pass set to force rushers outside. | — Varies his strikes and utilizes independent hands in pass protection to disrupt the rush plan of his opponent. | — Good stopping power and grip strength; delivers jolt and ties up defenders once locked in. | — Physical and competitive playing style; runs his feet and fights to stay attached to blocks through the whistle.","— Shows too much rigidity late in the rep on angle-drive blocks, delaying his ability to drop his pads and releverage, causing him to get slipped and fall off too often. | — Hand carriage tends to drop and get too low, forcing him to be wide and late on contact, giving easy access to his frame. | — Needs to learn to reset and refit his hands more quickly after defenders gain access to his frame to prevent getting walked back in his anchor. | — Shows adequate range when on an island at tackle against wide rush angles, base tends to narrow and hips open early to create two-way gos.","- 11 starts; 10 at left guard, one at left tackle.","— Former 3-star offensive line prospect out of Archer High School in Lawrenceville, Georgia, with scholarship offers from Yale, Cornell and Dartmouth. | — 28 career starts.","Ezeudu is a two-and-a-half year starter inside UNC's multiple run scheme with 11 starts in 2021. He primarily played left guard but had one start at left tackle and switched between the two positions in the majority of games that I studied from this past season. Ezeudu wins with good initial explosiveness out of his stance and lateral quickness that allows him to get to his spots quickly in pass protection while remaining square with inside-out positioning on rushers. He shows impressive refinement in his pass sets, mixing up flat, angled and vertical sets with independent hand usage and very good length to establish first meaningful contact. Ezeudu excels as a zone run-blocker with the initial quickness to cut off defenders shaded to either shoulder and to climb and intersect smaller targets in space off of combo blocks. When he can get attached to blocks early in the rep, he does a nice job locking in with good grip strength and body positioning to keep defenders walled off. He has enough square power and pop in his hands to block down, displace and create a crease off of his backside. He can also pry open and torque the frontside end. Ezeudu shows good competitive toughness to fight and strain through contact, run his feet and finish through the whistle. Ezeudu shows adequate range on an island at tackle against wider rush angles with his hips, opening the door early when rushers attack the corner. His feet get jittery and his base narrows against rushers who set him up with stutters, while his hand carriage tends to drop throughout games, leaving him susceptible to being late and wide with his hand placement. Once defenders get inside his frame in the run game, he is slow to reset and refit underneath blocks, quickly losing control. Overall, Ezeudu has the athletic ability, length, hand-fighting skills and competitive toughness to carve out a role as a guard in the NFL, as well as the ability to kick outside to tackle in a pinch. If he can learn to play with better leverage and sustain blocks more consistently in the run game, he has the physical traits and demeanor to become a starter within his first contract.",NA,"132","IOL16","Saahdiq Charles"
"132","https://bleacherreport.com/articles/10021324-cam-taylor-britt-nfl-draft-2022-scouting-report-for-nebraska-cb","Cam Taylor-Britt NFL Draft 2022: Scouting Report for Nebraska CB","Cam Taylor-Britt","CB","Nebraska",NA,"5'10 5/8""","196",NA,"31 1/2""","6'3""","4.38","DNP","DNP","DNP","DNP","— Physical player with very good functional strength. Quickly controls and sheds blockers with ease. Enjoys mixing it up in the run game and doesn't shy from contact. | — Disruptive player at the line when in press. Looks to get hands on and ride the receiver. | — Good straight-line runner who is able to stay on top of routes and carry receivers downfield. | — Very good straight-line speed when running downfield.","— Open-field tackling is a question. He takes poor angles at times, while coming in out of control for the tackle and leaving his feet. | — Undisciplined eyes can get him in trouble by staring in the backfield too long on pass plays. | — Shows some hip tightness when opening up to run. Also has below average change of direction. Can get stuck out of breaks, causing him to take extra steps.","12 Games, 51 Tackles, 3 TFL, 1 Sack, 1 INT, 11 PBU","— 2020/2021 Team Captain | — 2021 Senior Bowl invite | — 2021 Second Team All Big-Ten","Cam Taylor-Britt’s toughness and physicality is on display every game he plays. As someone who does his best work when playing the run game, Taylor-Britt embraces contact. He’s quick to diagnose the run and insert into his gap when to a nub side. A bit like a bull in a china shop at times, Taylor-Britt throws his body around with little regard. When taking on blocks, he wastes no time pushing the receiver back into the ball-carrier or throwing him aside. He has also shown the ability to blitz and cause havoc coming off the edge. When playing the pass, Taylor-Britt is able to play a variety of coverages. In press, he looks to be physical with receivers, making it hard to get downfield. He does a good job matching releases when square in press but has trouble getting out of his breaks at times. While he shows good speed when open and running downfield, his hip tightness comes into play when asked to open to run with receivers. With slightly above-average ball skills, he does a good job defending the pass but doesn’t capitalize on errant passes as much as he should. His lack of vision is shown by routinely losing receivers in his blind spot downfield. As an aggressive run defender, Taylor-Britt constantly has his eyes in the backfield. This leads to him being open to play action, as well as getting burned looking for the big play. Ultimately, Taylor-Britt is a unique player who can find a role as a weapon for a defensive coordinator in the NFL. If he can play more consistently in the pass game while continuing to be disruptive in the run, he might be a steal in this draft.",NA,"133","CB17","William Gay"
"133","https://bleacherreport.com/articles/10021360-dominique-robinson-nfl-draft-2022-scouting-report-for-miami-oh-edge","Dominique Robinson NFL Draft 2022: Scouting Report for Miami (OH) EDGE","Dominique Robinson","EDGE","Miami (OH)",NA,"6'4 7/8""","253",NA,"33 1/4""","6'9 7/8""","4.72","DNP","DNP","41""","10'1""","— Above-average first step. | — Good lateral explosion. Can work side-to-side and fire into the next gap over. | — Good agility and movement skills in space. | — Good flexibility in tight spaces. Can contort his body to wiggle through congested areas. | — Effective as a stunt/looper piece for games up front. | — Flashes of above-average extension after his initial punch. | — Uses a reliable hop-swipe move around the outside.","— Plays too tall. Fails to get under blocks and strike through them. | — Poor leg drive. Struggles to drive through blockers after engagement. | — Below-average balance as a pass-rusher. Struggles to bend the corner through contact. | — Limited pass-rushing moves. Good hop-swipe, but doesn't have much else right now. | — Poor run defender. Does not play with the leverage or anchor necessary to play blocks coming at him.","12 G, 28 TOT, 8.5 TFL, 4.5 SK","— Converted from WR ahead of the 2020 season. | — Caught 27 passes for 452 yards and four touchdowns before switching to DE. | — 2021 third-team All-MAC.","Dominique Robinson was a wide receiver at Miami (OH) until the 2020 season, but he then converted to defensive end. He has only two years of college experience at the position, the first of which was disjointed due to the COVID-19 pandemic. In theory, Robinson has as much room to develop as anyone in the class. Robinson's inexperience showed up in a number of ways on film. For one, he was regularly kept off the field on early downs, especially in the beginning of games, to protect him from run-defense reps. His vision and anchor are both concerns in the run game, as is his high pad level. Perhaps all of that could change in time, but right now, Robinson's only real value in run defense is as a back-side chase player or when stunted inside, where he can put his explosiveness to work without thinking as much. As a pass-rusher, Robinson is also a bit incomplete, but his potential is tantalizing. He comes off the ball well, which is complemented by his explosive side-to-side movements and agility in space that make him a lethal stunt and loop threat. Robinson also has a peculiar knack for contorting his body in tight spaces to minimize contact, which mostly serves him well on inside rushes. He has at least one reliable pass-rush move right now as well, with his hop-swipe move around the outside. Robinson does still play too high and lose the leverage advantage, which makes it tough for him to turn the corner consistently and mask his middling lower-body strength. That may be able to come along as he gets more reps at the position, though. Robinson is raw and only a pass-rushing threat right now, so he definitely projects as a Day 3 pick. But the ceiling created by his explosiveness and movement skills at his size is hard to ignore. Robinson is the perfect kind of developmental player to stash as a situational third-down pass-rusher while he develops the rest of his game.",NA,"134","EDGE18","Benson Mayowa"
"134","https://bleacherreport.com/articles/10021391-zakoby-mcclain-nfl-draft-2022-scouting-report-for-auburn-lb","Zakoby McClain NFL Draft 2022: Scouting Report for Auburn LB","Zakoby McClain","LB","Auburn",NA,"5'11 3/8""","228",NA,"31 3/4""","6'3 1/4""","4.69","DNP","DNP","33""","9'9""","— Good sideline-to-sideline speed. Can get out to the perimeter against outside runs or screen passes to help rally and tackle. Also has the speed to flow over the top from the weak side of a run and find his way into the backfield. Tough moving target for OL to get a hand on at the second level. | — Made a clear effort to get better at taking on blocks in 2021. Results are still questionable, but McClain went from getting bullied by every blocker to being able to hold his own on occasion, thanks to a slight increase in weight and a massive increase in energy/willingness to take on blocks rather than just slip by them. Hopefully a sign that he can continue to improve in this area, though it is still a bit of a concern at this stage. | — Navigates through traffic better than someone his size should be able to. Understands when to fight to the gap in front of his defensive lineman versus when to fall back behind them. Still has some issues getting pushed out of the trash heap due to size, but he consistently puts himself in the right spot. | — Has flashed the ability to play against gap runs well. Identifies pullers and closes downhill to box or spill his man at or before the line of scrimmage. Does not have the strength to blow pulling blockers off the ball and create chaos, but does well to fill his gap in a timely manner and let the rest of the run fit fall into place. | — High-energy player. Willing to get into the mix now more than in previous seasons and is always chasing players across the field to help with late tackle efforts. | — Great eyes and spacing in zone coverage. Sinks and plays tight to vertical routes as he passes them off to deeper coverage defenders. Keeps his eyes fixed on the quarterback and is quick to trigger when the ball is thrown underneath, often arriving in a timely fashion to limit yards-after-the-catch chances.","— Small build. Does not have much weight to his frame, either. Likely to be an issue against bigger, stronger athletes in the NFL. | — Play strength is an issue. Does not always have the anchor to take on a block, stand it up in its place and shed it. Can only beat blocks with quickness. Often gives up extra yards on tackles because players can run through him. Rarely brings players down right at the point of contact or pushes them back to negate extra yardage. | — Turn-and-run ability in coverage remains to be seen. Rarely asked at Auburn to turn his back and run up the seam, which makes the projection tough. Has the athletic ability to pull it off, but wasn't given many chances to prove it. | — Tackling technique comes and goes. Shows great range and flexibility to always get a piece of runners at times. Just as liable to dive at a runner's ankles when he does not need to. Leads to some yards getting tacked onto runs and short catches that just should not be there. | — Great speed to get to the outside, but sometimes has issues settling down and squaring to make the tackle. Not entirely sure if it's an issue with stiff hips or just misreading angles and getting too excited to be moving at max speed.",NA,NA,"Zakoby McClain is a bit of a test between a player who knows how to play the position versus someone with the physical tools to do so. A three-year contributor at Auburn, his defining traits are speed and hustle. McClain shows sideline-to-sideline range and a nonstop motor that helps him rack up tackles down the field or to the perimeter. His energy also shows up when sifting through traffic in the run game, which is a noticeable improvement he made between 2020 and 2021. McClain sees the game well, too. He not only triggers quickly against zone like any decent linebacker, but he has plenty of reps against pulling plays in which he met a pulling blocker in the backfield and helped create some muck at the point of attack. The same baseline level processing shows up in coverage. McClain does a good job gaining proper depth, feeling routes develop around him, and squeeze routes based on the quarterback's eyes. The hang-up with McClain is size and strength. He did make some strides there in 2021, but at roughly 220 pounds, he is clearly undersized for the position. That shows up when he takes on quality blockers at the second level. McClain is also an underwhelming tackler for that reason since runners can typically run through him for one or two extra yards on the way to the ground every time. McClain's best home would be a team invested in good interior defensive linemen who can help give him clear runways to the ball-carrier. Even then, he may need a year to add a few pounds and reap the benefits of an NFL strength-and-conditioning program before becoming a real contributor.",NA,"135","LB12","David Long Jr."
"135","https://bleacherreport.com/articles/10026532-ty-chandler-nfl-draft-2022-scouting-report-for-north-carolina-rb","Ty Chandler NFL Draft 2022: Scouting Report for North Carolina RB","Ty Chandler","RB","North Carolina",NA,"5'11 1/4""","204",NA,"32 1/8""","6'3 5/8""","4.38","DNP","DNP","31""","10'1""","— Long strider with the speed to get to the edge. Asked to run vertical routes out of the backfield and beats defenders down the field. | — Plants his foot and gets north when needed. Not scared to run in between the tackles. | — Willing to be a blocker in protection and for teammates, even if technique leaves something to be desired. | — Good hands out of the backfield. | —.Has kick return experience.","— Long-legged and can get caught running up into the back of his offensive linemen. | — Will get tripped up on low tackles a bit too easily. | — Needs work on eyes and technique in protection.","13 G, 182 ATT, 1,092 YDS (6.0 AVG), 13 TD, 15 REC, 216 YDS, 1 TD","— 2021 second-team All-ACC. | — Transfer from Tennessee.","Ty Chandler has the potential to contribute on all three downs because of his ability to be productive in different run schemes and flashes as an explosive-play receiver. He has enough overall athleticism and speed to be able to get to the edge on outside run plays and to take plays the distance. Chandler is also willing to run behind his pads if there is not a lot of space to attack and get the yards he can. He has upside as a receiver out of the backfield because of his long speed, which makes him more useful on longer routes than shorter ones. Chandler is inconsistent with his tempo and can end up running into the back of his linemen too quickly, limiting his ability to find a hole to burst through. HIs long legs will also get tripped up a bit too easily on contact to his lower body. Overall, Chandler can contribute as part of a running back committee who is useful on a variety of run plays with some potential for designer passing plays. His lack of size will put a cap on the touches he can receive, but he can hit explosive plays when given a runway and shows some willingness as a blocker. Chandler has past experience as a kick returner that also contributes to his value. His ability to take a run the distance and enough toughness between the tackles will help him find a role early, and he would fit best on a team that majors in outside zone.",NA,"136","RB8","Lamar Miller"
"136","https://bleacherreport.com/articles/10026541-jt-woods-nfl-draft-2022-scouting-report-for-baylor-s","JT Woods NFL Draft 2022: Scouting Report for Baylor S","JT Woods","S","Baylor",NA,"6'2 1/8""","195",NA,"32 3/8""","6'5 3/8""","4.36","DNP","DNP","39.5""","10'8""","— Big, physically imposing player with a long frame to add more weight. | — High-motor athlete with great pursuit to the ball. Quickly gets rid of blockers in his path. | — Strong tackler who engulfs the ball-carrier. Explodes through contact to deliver a blow. | — Shows good IQ and awareness when playing in zone coverage. Vision to play the quarterback while feeling receivers in his zone. Ball skills to play the ball in the air.","— Struggles with change of direction and lateral movement. | — Plays with high pad level that affects his breaks and movement skills when in coverage. | — Stiff when flipping hips. Shows up most when in deep coverage.","14 G, 57 TKL, 4.5 TFL, 5 INT, 2 PBU, 1 FR","— Four-year player. | — All-Big 12 honorable mention in 2021.","JT Woods is a long-limbed athlete with great height for his position. He has a thin frame that still has room to add weight. Woods is an impressive and explosive athlete who does his best when moving linearly. He has a smooth backpedal when deep and nice bursts out of his breaks. He's a long strider who has very good speed when he's able to open up and run. When in coverage, Woods does best on short and medium routes. While playing man, his high pad level can lead him to rounding breaks and showing some tightness when turning and moving laterally. Woods does a very good job of reading the quarterback’s eyes and anticipating routes, which allows him to get a great jump on the ball. He also has good tracking ability and is able to high-point the ball, catching it away from his body and plucking it out of the air. When playing the run game, Woods excels at triggering toward what he sees. Coming down like his hair is on fire, he quickly closes ground on the ball-carrier, delivering vicious blows at times. He is a strong tackler who allows minimal extra yards when he is able to wrap up. Woods also uses his hands well to take on and disengage from blockers while quickly finding the ball. Although he takes good angles, he can get broken down when he's forced to stop his feet and redirect laterally. Woods has the physical tools to succeed in the NFL, but his lack of lateral movement may cause issues against more elite athletes. With his size and speed, he has the opportunity to find a role on special teams while he continues to develop as a defensive back.",NA,"137","S8","Deon Bush"
"137","https://bleacherreport.com/articles/10021441-zamir-white-nfl-draft-2022-scouting-report-for-georgia-rb","Zamir White NFL Draft 2022: Scouting Report for Georgia RB","Zamir White","RB","Georgia",NA,"5'11 3/4""","214",NA,"31 1/2""","6'2 5/8""","4.40","DNP","DNP","33.5""","10'8""","— Good build with good play strength. | — Tough runner of the football. Consistently runs behind his pads. Can get the tough yards in short-yardage situations. | — Above-average vision. Flashes the ability to tempo his runs to set up blockers. | — Not a plodder despite his size. Has above-average quickness and footwork.","— Average burst and acceleration off cuts. Can take a second to get back up to speed. | — Can too often get tripped up with ankle tackles. | — Limited in the passing game and as a pass protector. Main routes are on checkdowns and often taken off the field in passing situations.","15 G, 160 ATT, 856 YDS (5.4 AVG), 11 TD, 9 REC, 75 YDS","— ACL injury to separate knees in 2017 and 2018.","Zamir White has a good build and strong running style that gives him upside on first and second down and as a situational short-yardage bruiser. White is a tough runner who consistently falls forward through contact. He has enough speed to get to the edge and create yards at the second level, but his play speed doesn’t completely match his timed speed. White can take a second to get back up to speed when cutting, and he lacks overwhelming acceleration. He is at his best when he's quickly cutting and lowering his shoulder through would-be tacklers. He was also part of a committee and has limited passing-down experience as a receiver and pass protector. Overall, White would be best paired with a more finesse-style back who allows him to get touches that take advantage of his hard runs. He can be an effective back very early in his career in an offense that features downhill runs that lets him set the tone, but he has a cap on his passing-down value.",NA,"138","RB9","Isaiah Crowell"
